      time,           p [     12.8     0.225         0],           p [    14.08     0.225         0],           p [    15.64     0.225         0],           p [     17.2     0.225         0],           p [    18.76     0.225         0],           p [    20.32     0.225         0],           p [    21.88     0.225         0],           p [    23.44     0.225         0],           p [       25     0.225         0],           p [    26.56     0.225         0],           p [    28.12     0.225         0],           p [    29.68     0.225         0],           p [    31.24     0.225         0],           p [     32.8     0.225         0],           p [    34.36     0.225         0],           p [    35.92     0.225         0],           p [    37.48     0.225         0],           p [    39.04     0.225         0],           p [     40.6     0.225         0],           p [    42.16     0.225         0],           p [    43.72     0.225         0],           p [    45.28     0.225         0]
1.8232e-01,                    2.213589423085128601e+03,                    2.217813049838959614e+03,                    2.218507239219232360e+03,                    2.216969935575327781e+03,                    2.218618944892586114e+03,                    2.219634535958916331e+03,                    2.215147884292440722e+03,                    2.218693251032232638e+03,                    2.216617329780466207e+03,                    2.215110861009397922e+03,                    2.218043364575248233e+03,                    2.220324068357770557e+03,                    2.218901225916730255e+03,                    2.218835148821467101e+03,                    2.211644441769360128e+03,                    2.218217963713667359e+03,                    2.217882432782713295e+03,                    2.220501333015535693e+03,                    2.215122494161058512e+03,                    2.221728039313136378e+03,                    2.215748567952183748e+03,                    2.214436219573778544e+03
2.0100e-01,                    2.207326095269527741e+03,                    2.210789896273958220e+03,                    2.211680572993580881e+03,                    2.211316128043192293e+03,                    2.212004755471632961e+03,                    2.213096534097145650e+03,                    2.210286470429544806e+03,                    2.211795105112526471e+03,                    2.210036785317999602e+03,                    2.208852503166090173e+03,                    2.210983906341790316e+03,                    2.213280176065863088e+03,                    2.212304584608747064e+03,                    2.212503980568509633e+03,                    2.204538695977242241e+03,                    2.211931900010750269e+03,                    2.211682393132442485e+03,                    2.213482149497101091e+03,                    2.208624834325311895e+03,                    2.214848253474033299e+03,                    2.208607562592194881e+03,                    2.208155411277430630e+03
2.2824e-01,                    2.203456915538763951e+03,                    2.206686898072983695e+03,                    2.207771270615870890e+03,                    2.208544763753270672e+03,                    2.207217470097888508e+03,                    2.208498182746660405e+03,                    2.206558831177102547e+03,                    2.207002518154770769e+03,                    2.205756099719855683e+03,                    2.205083420834223489e+03,                    2.206257034751889478e+03,                    2.208344043136530217e+03,                    2.207947295343525639e+03,                    2.208647280384508576e+03,                    2.199769400599800065e+03,                    2.208312510476025636e+03,                    2.208216019800905997e+03,                    2.208811207840672523e+03,                    2.204431920531339074e+03,                    2.210065279781102618e+03,                    2.203749652746932952e+03,                    2.204907671069712706e+03
2.5403e-01,                    2.208905137131303491e+03,                    2.212657277082658311e+03,                    2.214329367524042937e+03,                    2.215460316493613391e+03,                    2.212214672783945389e+03,                    2.214467289724020247e+03,                    2.212175548653512124e+03,                    2.212595045150650549e+03,                    2.211880755740101904e+03,                    2.211491872031148887e+03,                    2.211730030994478057e+03,                    2.212787568430842839e+03,                    2.213422974166513995e+03,                    2.214729480564640198e+03,                    2.207085987577052492e+03,                    2.214321608461455980e+03,                    2.214728459849960473e+03,                    2.214283442502968683e+03,                    2.210051986399093948e+03,                    2.215898091838150776e+03,                    2.209362540077804624e+03,                    2.210232047903723014e+03
2.7922e-01,                    2.208712918119178994e+03,                    2.212296560933846649e+03,                    2.215086733521439783e+03,                    2.216639058631861644e+03,                    2.211591605810811870e+03,                    2.214603475680200972e+03,                    2.212095524539763574e+03,                    2.212054599469326604e+03,                    2.215179509027659151e+03,                    2.212053499283591009e+03,                    2.211421130134940995e+03,                    2.211776094004893821e+03,                    2.213098594184297781e+03,                    2.214872012232574434e+03,                    2.206950930633329335e+03,                    2.214766101249916119e+03,                    2.215400807956589233e+03,                    2.213790803551569297e+03,                    2.209982044625131948e+03,                    2.215648150800392614e+03,                    2.209243524272305876e+03,                    2.210185507737314765e+03
3.0376e-01,                    2.208873774845375920e+03,                    2.212425684500832631e+03,                    2.216428536028077360e+03,                    2.218292208869847400e+03,                    2.211319196019350784e+03,                    2.215054036895344325e+03,                    2.212453596807747545e+03,                    2.212277994411747841e+03,                    2.216039788332659100e+03,                    2.213190602559024683e+03,                    2.209320393102356320e+03,                    2.211197903823998786e+03,                    2.213398988560315956e+03,                    2.214080261920679732e+03,                    2.207624434979890793e+03,                    2.216360298599498037e+03,                    2.216632579274385535e+03,                    2.213720503522870786e+03,                    2.210453997662031725e+03,                    2.215840136637608339e+03,                    2.209521779726432214e+03,                    2.210582773385847304e+03
3.2790e-01,                    2.208846542996241624e+03,                    2.212402834254318350e+03,                    2.217383427376649706e+03,                    2.219000631270057966e+03,                    2.210225583605739757e+03,                    2.215582404700096049e+03,                    2.212676232598789284e+03,                    2.212162258077580191e+03,                    2.216528697526921405e+03,                    2.214116907961060861e+03,                    2.209271355050759666e+03,                    2.210413765660423451e+03,                    2.213529967983180995e+03,                    2.214940979261720258e+03,                    2.207626994685249429e+03,                    2.216956128072685715e+03,                    2.217874527479701101e+03,                    2.213475633562256917e+03,                    2.210716266135863407e+03,                    2.215814369912924121e+03,                    2.209964826121235546e+03,                    2.210642522490437841e+03
3.5172e-01,                    2.208717268569712360e+03,                    2.212371760149786041e+03,                    2.218472605749021568e+03,                    2.220226940679538984e+03,                    2.210155323261518788e+03,                    2.215927388145742498e+03,                    2.212687391580081112e+03,                    2.212137404850652729e+03,                    2.217091459830317945e+03,                    2.215093676040633454e+03,                    2.209374870641941470e+03,                    2.209854123778349276e+03,                    2.213738827645273886e+03,                    2.215673377194155364e+03,                    2.208278373112563713e+03,                    2.218123636843777604e+03,                    2.218608192498851167e+03,                    2.213307575242824896e+03,                    2.211174405054575345e+03,                    2.215887890651181806e+03,                    2.209525839672507573e+03,                    2.212028569618903020e+03
3.7531e-01,                    2.208771301658558968e+03,                    2.212462149784574649e+03,                    2.219138569959029155e+03,                    2.221380663295972226e+03,                    2.210071868205786359e+03,                    2.216423108226109889e+03,                    2.212958794693599884e+03,                    2.212409634460499547e+03,                    2.217543790536491997e+03,                    2.216008460398621537e+03,                    2.209224195593115383e+03,                    2.209342464474246754e+03,                    2.213974935935783833e+03,                    2.216257263884941949e+03,                    2.208763522518645004e+03,                    2.218415820096089192e+03,                    2.219446074488717386e+03,                    2.213212799068289314e+03,                    2.211602271999405275e+03,                    2.216013042445432802e+03,                    2.209018050676871553e+03,                    2.211339232813144918e+03
3.8815e-01,                    2.219899335243851965e+03,                    2.224464414580227185e+03,                    2.233246241862149873e+03,                    2.233701756692405979e+03,                    2.221930264791043555e+03,                    2.229198178394468414e+03,                    2.223885169082125685e+03,                    2.225255056840681391e+03,                    2.230270926282522851e+03,                    2.228650234594615995e+03,                    2.222545293095500256e+03,                    2.220802489977514597e+03,                    2.226204033344028176e+03,                    2.228752446921666888e+03,                    2.224599817919835004e+03,                    2.231420005501900960e+03,                    2.232648899550099941e+03,                    2.225073139339214322e+03,                    2.223950435730463141e+03,                    2.229953616047455398e+03,                    2.223280212449632018e+03,                    2.221658915158745458e+03
4.0099e-01,                    2.208539498646253378e+03,                    2.211938962674441427e+03,                    2.220756230432043594e+03,                    2.222484717778075719e+03,                    2.210413943464387103e+03,                    2.217229301777808359e+03,                    2.212859763550947719e+03,                    2.213248401758065029e+03,                    2.217838662098215991e+03,                    2.216810371738287813e+03,                    2.208598713570823293e+03,                    2.208928632255741832e+03,                    2.214420733651304090e+03,                    2.216708497404271839e+03,                    2.211730598289471345e+03,                    2.219591874954256582e+03,                    2.220411291893165981e+03,                    2.212695814027164033e+03,                    2.212441181903403049e+03,                    2.217668368518643547e+03,                    2.210718099469360823e+03,                    2.210350857130265013e+03
4.2541e-01,                    2.202415298106768660e+03,                    2.205440620809984011e+03,                    2.213908007724119670e+03,                    2.216910557606655857e+03,                    2.203364540223785752e+03,                    2.210042221365456044e+03,                    2.206580893226332591e+03,                    2.205718579854702966e+03,                    2.210468815799394633e+03,                    2.210850838355097039e+03,                    2.201138828801831551e+03,                    2.201936618078764241e+03,                    2.207618162351883257e+03,                    2.207928031990908039e+03,                    2.204298012268477578e+03,                    2.212696854593768876e+03,                    2.215094358937363722e+03,                    2.205730148036764149e+03,                    2.205793648893697537e+03,                    2.209313319727331873e+03,                    2.203228342473737030e+03,                    2.205112906496835876e+03
4.4862e-01,                    2.209791636507310614e+03,                    2.213690449742247438e+03,                    2.223265609535601470e+03,                    2.225727076279294124e+03,                    2.211029815617650911e+03,                    2.218281976018051864e+03,                    2.213743940225454480e+03,                    2.213628440580193455e+03,                    2.221974552349154692e+03,                    2.219280050593016313e+03,                    2.209384364782908051e+03,                    2.209316407792166956e+03,                    2.215336636347843069e+03,                    2.216398938125114910e+03,                    2.212956511207604763e+03,                    2.221030858935034757e+03,                    2.224287856352888411e+03,                    2.213511960188156536e+03,                    2.213711625561495111e+03,                    2.217445194845688548e+03,                    2.212685379725907296e+03,                    2.213964148274608760e+03
4.7154e-01,                    2.209477314989886054e+03,                    2.213457396683123989e+03,                    2.223403870396883576e+03,                    2.226449538828566801e+03,                    2.210937501176621936e+03,                    2.218090449542663919e+03,                    2.215551664958969468e+03,                    2.213200823202597803e+03,                    2.221788609008350249e+03,                    2.219584410376068263e+03,                    2.208690632433495921e+03,                    2.208898128281749905e+03,                    2.215067404906998945e+03,                    2.216375230937220749e+03,                    2.213089322699730474e+03,                    2.221622158054226475e+03,                    2.224401518325745201e+03,                    2.213190631284513074e+03,                    2.213360855638904468e+03,                    2.217444496395434726e+03,                    2.213390447076717464e+03,                    2.213418990570760343e+03
4.9423e-01,                    2.209581090561339806e+03,                    2.213725117092517394e+03,                    2.224383091933926153e+03,                    2.227287558587649983e+03,                    2.212088646089313897e+03,                    2.218365237853443887e+03,                    2.215696451998217071e+03,                    2.213577412551398993e+03,                    2.221820195750241510e+03,                    2.220206545389775783e+03,                    2.209155485319064610e+03,                    2.208890009149697107e+03,                    2.215141380364253564e+03,                    2.216573140085662999e+03,                    2.213564176098891949e+03,                    2.222138104228797602e+03,                    2.224583520271819907e+03,                    2.213299755650410134e+03,                    2.214021793860227717e+03,                    2.217751275809827348e+03,                    2.214596739871888985e+03,                    2.213289690685425740e+03
5.1669e-01,                    2.209558050413698766e+03,                    2.214046873276167389e+03,                    2.224868849909437358e+03,                    2.227681784041816172e+03,                    2.211800014657005704e+03,                    2.218672444501370137e+03,                    2.216031506477386756e+03,                    2.214001104955826577e+03,                    2.221435709370223321e+03,                    2.220808213023978169e+03,                    2.209069200251929033e+03,                    2.209103746822299399e+03,                    2.215187411105300725e+03,                    2.216551125977963238e+03,                    2.214164525686562229e+03,                    2.221906954051677076e+03,                    2.224399541380807023e+03,                    2.213501352127132122e+03,                    2.214579282732823231e+03,                    2.218320307900276930e+03,                    2.215921339844101112e+03,                    2.213005792061986995e+03
5.3889e-01,                    2.209821226239784664e+03,                    2.214408437084231537e+03,                    2.225094272240539340e+03,                    2.227971070672274436e+03,                    2.212286862178076262e+03,                    2.218808814418820475e+03,                    2.215966442198364348e+03,                    2.214360750503039526e+03,                    2.223787680134361835e+03,                    2.221166561433202332e+03,                    2.209358946127909348e+03,                    2.209443896376531484e+03,                    2.215111969141419195e+03,                    2.214529806234259468e+03,                    2.214606681013645357e+03,                    2.221964318722866210e+03,                    2.224148825299707823e+03,                    2.213711621963168909e+03,                    2.214899017965295570e+03,                    2.218640902575180462e+03,                    2.217032803689910452e+03,                    2.214331433027915409e+03
5.6086e-01,                    2.210108271814688123e+03,                    2.214794605560361560e+03,                    2.224720021751765671e+03,                    2.228386546805943453e+03,                    2.213070597600183191e+03,                    2.219112340129719541e+03,                    2.218527552445706533e+03,                    2.214734018992847268e+03,                    2.223516355338846552e+03,                    2.221525181946535668e+03,                    2.209725985168126954e+03,                    2.209801700277749205e+03,                    2.214867106388721822e+03,                    2.215282394039166320e+03,                    2.214936160419774751e+03,                    2.221817164063741075e+03,                    2.226524279006549477e+03,                    2.213841658358722270e+03,                    2.215507256114018219e+03,                    2.219512409414354806e+03,                    2.219231038587108287e+03,                    2.214179938104003213e+03
5.8257e-01,                    2.210475909501994920e+03,                    2.215182249483872965e+03,                    2.225065765555736107e+03,                    2.229006222601887202e+03,                    2.213503410578898183e+03,                    2.219033936608595468e+03,                    2.218889697111321766e+03,                    2.214990556210757859e+03,                    2.222369675958190783e+03,                    2.221777584111985561e+03,                    2.210093923650994839e+03,                    2.210251455429459384e+03,                    2.214689082603320458e+03,                    2.215660327803276232e+03,                    2.218073135423147505e+03,                    2.221019417817037720e+03,                    2.224531437065825230e+03,                    2.214076516678435837e+03,                    2.215597872402965095e+03,                    2.220015857528129345e+03,                    2.220792118335479245e+03,                    2.213919895984951836e+03
6.0099e-01,                    2.213104353392821849e+03,                    2.218098741786078790e+03,                    2.227202412030160303e+03,                    2.231731188120446404e+03,                    2.216511264059470705e+03,                    2.221287514079395805e+03,                    2.220997422239180196e+03,                    2.217931226220917324e+03,                    2.226461044839773422e+03,                    2.224173395129607343e+03,                    2.213076297819357023e+03,                    2.213173458001319432e+03,                    2.216749231899967526e+03,                    2.218126557331407184e+03,                    2.220646253303081721e+03,                    2.223407086553821046e+03,                    2.225957746185784799e+03,                    2.216741994032306593e+03,                    2.217800872458556569e+03,                    2.223444052494427524e+03,                    2.225018661970761514e+03,                    2.217733331239579002e+03
6.2213e-01,                    2.209319883143642073e+03,                    2.213855058549082969e+03,                    2.221810484774873657e+03,                    2.227236479450048137e+03,                    2.212528833882365689e+03,                    2.216242646447899006e+03,                    2.220769322810307131e+03,                    2.213533390603076441e+03,                    2.220887028706785259e+03,                    2.219813222195979961e+03,                    2.208616172570075832e+03,                    2.209240655555064222e+03,                    2.211936279945641672e+03,                    2.213566493743408500e+03,                    2.216096393258854732e+03,                    2.219240650716290475e+03,                    2.223030197671335827e+03,                    2.212449466555525760e+03,                    2.213592110947172841e+03,                    2.218988127509132028e+03,                    2.221264401926657229e+03,                    2.212934687946321901e+03
6.4265e-01,                    2.211997542236242225e+03,                    2.216614975129941740e+03,                    2.223410682007187006e+03,                    2.228912561000685400e+03,                    2.215060089739819432e+03,                    2.218104514683911930e+03,                    2.222752730137326580e+03,                    2.216171084002032330e+03,                    2.224053354249502263e+03,                    2.222059333830623927e+03,                    2.211394734747760140e+03,                    2.212027881784118108e+03,                    2.213823542688310681e+03,                    2.213765782165232849e+03,                    2.218460700125024687e+03,                    2.220381328819847568e+03,                    2.223876977475277727e+03,                    2.215130507970669896e+03,                    2.215825376343091193e+03,                    2.222014602114439640e+03,                    2.225384424626758118e+03,                    2.214847716801247770e+03
6.6280e-01,                    2.212137410290333719e+03,                    2.216775746766753855e+03,                    2.222725734842071688e+03,                    2.230066261458402550e+03,                    2.215200793534100285e+03,                    2.217276449698936176e+03,                    2.224452455266386551e+03,                    2.216441410763159183e+03,                    2.222501380646670441e+03,                    2.221814364120494702e+03,                    2.211569727875795706e+03,                    2.212467021977865443e+03,                    2.213287907519769760e+03,                    2.214421259199277756e+03,                    2.218423661808161796e+03,                    2.220373964772945783e+03,                    2.221514284750888692e+03,                    2.215341073754474564e+03,                    2.215648810920631149e+03,                    2.222490951504537406e+03,                    2.226966295110427836e+03,                    2.216396018407339852e+03
6.8262e-01,                    2.212735839567340918e+03,                    2.217056393032850792e+03,                    2.221505441817274004e+03,                    2.228942192864170011e+03,                    2.215363385689962797e+03,                    2.216522948430999350e+03,                    2.223962176015522800e+03,                    2.216789299730611219e+03,                    2.222558302706385803e+03,                    2.221598080983900218e+03,                    2.212521822633267675e+03,                    2.213094952033561640e+03,                    2.212884728288404403e+03,                    2.214637783822954589e+03,                    2.218384465586465922e+03,                    2.220261346561359915e+03,                    2.222014379696369360e+03,                    2.215577382855291944e+03,                    2.215540431429306409e+03,                    2.223328045909728189e+03,                    2.227919833059936991e+03,                    2.215480307957021978e+03
7.0215e-01,                    2.213354018079915477e+03,                    2.217292641139743864e+03,                    2.220933889789519981e+03,                    2.227944063233292582e+03,                    2.215642980007764891e+03,                    2.215682401861529343e+03,                    2.226195366027059663e+03,                    2.217118535339636765e+03,                    2.222570916465946084e+03,                    2.221333960153955559e+03,                    2.212281459475503652e+03,                    2.213591352768336947e+03,                    2.212571477126963600e+03,                    2.214777980418833067e+03,                    2.218299080471989782e+03,                    2.220376709311840841e+03,                    2.219020568361733240e+03,                    2.215950110785307970e+03,                    2.215580841185258578e+03,                    2.223791867722050938e+03,                    2.230205141571140757e+03,                    2.215133125680577450e+03
7.2141e-01,                    2.213985071839632838e+03,                    2.217427030527239367e+03,                    2.219908363902969541e+03,                    2.226612671099699583e+03,                    2.216008560924849007e+03,                    2.214773993070440156e+03,                    2.224600058371597697e+03,                    2.217522561388344911e+03,                    2.220590423757718781e+03,                    2.221095421556309702e+03,                    2.213145227784299550e+03,                    2.214116129908318726e+03,                    2.212340476859481896e+03,                    2.214785781926663276e+03,                    2.218196059312690522e+03,                    2.220717377625403515e+03,                    2.218985220789075356e+03,                    2.216229606083401904e+03,                    2.215467255596890027e+03,                    2.224373491059707703e+03,                    2.231016115324392558e+03,                    2.216668521263780349e+03
7.4045e-01,                    2.214593872887120142e+03,                    2.217587813206812825e+03,                    2.219303308516300604e+03,                    2.225986071002305380e+03,                    2.216755788290699002e+03,                    2.214098740649358660e+03,                    2.225945013967294926e+03,                    2.217815185757814106e+03,                    2.220424360160399829e+03,                    2.220773177637426215e+03,                    2.213681521557880842e+03,                    2.214620814116909969e+03,                    2.212063560553359821e+03,                    2.212508910405707866e+03,                    2.217057083523101937e+03,                    2.221118392932459756e+03,                    2.216525980959854223e+03,                    2.216651258630069606e+03,                    2.215210707895819723e+03,                    2.224970488554533404e+03,                    2.232254755936049605e+03,                    2.216272893511641996e+03
7.5927e-01,                    2.215217869347134638e+03,                    2.217662191672721747e+03,                    2.218711412748001749e+03,                    2.225673522813198360e+03,                    2.217047634414313507e+03,                    2.213229915409012392e+03,                    2.225620686007306631e+03,                    2.218167221552356295e+03,                    2.219685381465163118e+03,                    2.220439232062342853e+03,                    2.213026793755966537e+03,                    2.215157449569815981e+03,                    2.211869824786629579e+03,                    2.213482061861452166e+03,                    2.217178171599494817e+03,                    2.221540003013342812e+03,                    2.216172233494356988e+03,                    2.216961510185898987e+03,                    2.215206635848182486e+03,                    2.225513090116339299e+03,                    2.232880329375265319e+03,                    2.217175604322356321e+03
7.7793e-01,                    2.215581934461427409e+03,                    2.217717447268979868e+03,                    2.218290627721053170e+03,                    2.224298563898669727e+03,                    2.217470602289449289e+03,                    2.212278782382054942e+03,                    2.225057836041688915e+03,                    2.218435516472773543e+03,                    2.218970389640506255e+03,                    2.220115853500080448e+03,                    2.213688007190911776e+03,                    2.215629263513901606e+03,                    2.211899703475761271e+03,                    2.214102231616084282e+03,                    2.216672247533292648e+03,                    2.221241245234463804e+03,                    2.214613312117091482e+03,                    2.217309119366667346e+03,                    2.215250929984776576e+03,                    2.226134650209317897e+03,                    2.234465875498514833e+03,                    2.216626825814551921e+03
7.8946e-01,                    2.224356971225093275e+03,                    2.226774810962296669e+03,                    2.227020180815255571e+03,                    2.231274511985800928e+03,                    2.226516453737477605e+03,                    2.220555092658071317e+03,                    2.233090687782747409e+03,                    2.228135049321376300e+03,                    2.227972214755081040e+03,                    2.228218372752392042e+03,                    2.224407206873461746e+03,                    2.224959056486583904e+03,                    2.220914171788145723e+03,                    2.223528392384590006e+03,                    2.226673274594316354e+03,                    2.230288187733062387e+03,                    2.222458033013333988e+03,                    2.226154219207768620e+03,                    2.223927495848849048e+03,                    2.237229617812069591e+03,                    2.245541190346718849e+03,                    2.224797878671073704e+03
8.0099e-01,                    2.216174925650382647e+03,                    2.217419650182652276e+03,                    2.217616382317773514e+03,                    2.221893613197414197e+03,                    2.218116432554184939e+03,                    2.211212379561041871e+03,                    2.224005423496190815e+03,                    2.219211197201164396e+03,                    2.218502256280577058e+03,                    2.218788545194925973e+03,                    2.215325815494518793e+03,                    2.216471431236390799e+03,                    2.212250998391028588e+03,                    2.214629698303273017e+03,                    2.217243726558203889e+03,                    2.221750269985663181e+03,                    2.211788442593682703e+03,                    2.217225562064867063e+03,                    2.215169571787590485e+03,                    2.228205372425355563e+03,                    2.236363187920102064e+03,                    2.216052401584087875e+03
8.1997e-01,                    2.211405663186503716e+03,                    2.211800019605338093e+03,                    2.210835443993446006e+03,                    2.215660268191625164e+03,                    2.213042419185369454e+03,                    2.204579305647307592e+03,                    2.217606253593269685e+03,                    2.212997631785444355e+03,                    2.211456805682199501e+03,                    2.213179369472442886e+03,                    2.208785531860452465e+03,                    2.210756165765278638e+03,                    2.206480431237973789e+03,                    2.206719434020475546e+03,                    2.210459375067625842e+03,                    2.216394787640735103e+03,                    2.205802612066721849e+03,                    2.212082224008937828e+03,                    2.209017767060224742e+03,                    2.220970693369113633e+03,                    2.229467464242889491e+03,                    2.211601488728237655e+03
