0.00000000E+00	3.34451630E+02
9.99100000E-02	3.34446330E+02
1.99830000E-01	3.34438880E+02
2.99740000E-01	3.34429380E+02
3.99650000E-01	3.34417980E+02
4.99560000E-01	3.34404880E+02
5.99470000E-01	3.34390320E+02
6.99390000E-01	3.34374560E+02
7.99300000E-01	3.34357860E+02
8.99210000E-01	3.34340490E+02
9.99120000E-01	3.34322680E+02
1.09903000E+00	3.34304650E+02
1.19895000E+00	3.34286560E+02
1.29886000E+00	3.34268530E+02
1.39877000E+00	3.34250660E+02
1.49868000E+00	3.34233020E+02
1.59859000E+00	3.34215630E+02
1.69851000E+00	3.34198540E+02
1.79842000E+00	3.34181750E+02
1.89833000E+00	3.34165280E+02
1.99824000E+00	3.34149140E+02
2.09815000E+00	3.34133360E+02
2.19807000E+00	3.34117970E+02
2.29798000E+00	3.34103000E+02
2.39789000E+00	3.34088490E+02
2.49780000E+00	3.34074460E+02
2.59772000E+00	3.34060930E+02
2.69763000E+00	3.34047890E+02
2.79754000E+00	3.34035290E+02
2.89745000E+00	3.34023060E+02
2.99736000E+00	3.34011070E+02
3.09728000E+00	3.33999160E+02
3.19719000E+00	3.33987090E+02
3.29710000E+00	3.33974610E+02
3.39701000E+00	3.33961450E+02
3.49692000E+00	3.33947310E+02
3.59684000E+00	3.33931930E+02
3.69675000E+00	3.33915080E+02
3.79666000E+00	3.33896560E+02
3.89657000E+00	3.33876270E+02
3.99648000E+00	3.33854170E+02
4.09640000E+00	3.33830340E+02
4.19631000E+00	3.33804940E+02
4.29622000E+00	3.33778250E+02
4.39613000E+00	3.33750610E+02
4.49605000E+00	3.33722400E+02
4.59596000E+00	3.33694020E+02
4.69587000E+00	3.33665880E+02
4.79578000E+00	3.33638340E+02
4.89569000E+00	3.33611720E+02
4.99561000E+00	3.33586270E+02
5.09552000E+00	3.33562140E+02
5.19543000E+00	3.33539350E+02
5.29534000E+00	3.33517850E+02
5.39525000E+00	3.33497510E+02
5.49517000E+00	3.33478140E+02
5.59508000E+00	3.33459530E+02
5.69499000E+00	3.33441480E+02
5.79490000E+00	3.33423770E+02
5.89481000E+00	3.33406270E+02
5.99473000E+00	3.33388890E+02
6.09464000E+00	3.33371630E+02
6.19455000E+00	3.33354580E+02
6.29446000E+00	3.33337930E+02
6.39438000E+00	3.33321920E+02
6.49429000E+00	3.33306860E+02
6.59420000E+00	3.33293040E+02
6.69411000E+00	3.33280780E+02
6.79402000E+00	3.33270370E+02
6.89394000E+00	3.33262030E+02
6.99385000E+00	3.33255950E+02
7.09376000E+00	3.33252210E+02
7.19367000E+00	3.33250780E+02
7.29358000E+00	3.33251570E+02
7.39350000E+00	3.33254390E+02
7.49341000E+00	3.33259000E+02
7.59332000E+00	3.33265130E+02
