0.00000E+00	1.02298E+00
9.99100E-02	1.01850E+00
1.99830E-01	9.70645E-01
2.99740E-01	8.87580E-01
3.99650E-01	7.77341E-01
4.99560E-01	6.47854E-01
5.99470E-01	5.06969E-01
6.99390E-01	3.62489E-01
7.99300E-01	2.22206E-01
8.99210E-01	9.39273E-02
9.99120E-01	-1.44980E-02
1.09903E+00	-9.79478E-02
1.19895E+00	-1.58866E-01
1.29886E+00	-2.00903E-01
1.39877E+00	-2.27636E-01
1.49868E+00	-2.42579E-01
1.59859E+00	-2.49201E-01
1.69851E+00	-2.50939E-01
1.79842E+00	-2.51209E-01
1.89833E+00	-2.53422E-01
1.99824E+00	-2.60994E-01
2.09815E+00	-2.75622E-01
2.19807E+00	-2.94155E-01
2.29798E+00	-3.12612E-01
2.39789E+00	-3.27009E-01
2.49780E+00	-3.33347E-01
2.59772E+00	-3.27596E-01
2.69763E+00	-3.05678E-01
2.79754E+00	-2.63448E-01
2.89745E+00	-1.96686E-01
2.99736E+00	-1.01074E-01
3.09728E+00	2.45299E-02
3.19719E+00	1.71940E-01
3.29710E+00	3.31369E-01
3.39701E+00	4.93076E-01
3.49692E+00	6.47332E-01
3.59684E+00	7.84377E-01
3.69675E+00	8.94381E-01
3.79666E+00	9.67411E-01
3.89657E+00	9.93384E-01
3.99648E+00	9.62038E-01
4.09640E+00	8.68359E-01
4.19631E+00	7.23229E-01
4.29622E+00	5.40287E-01
4.39613E+00	3.33024E-01
4.49605E+00	1.14834E-01
4.59596E+00	-1.00932E-01
4.69587E+00	-3.00914E-01
4.79578E+00	-4.71689E-01
4.89569E+00	-5.99718E-01
4.99561E+00	-6.71298E-01
5.09552E+00	-6.78533E-01
5.19543E+00	-6.31515E-01
5.29534E+00	-5.43557E-01
5.39525E+00	-4.27815E-01
5.49517E+00	-2.97329E-01
5.59508E+00	-1.65086E-01
5.69499E+00	-4.40629E-02
5.79490E+00	5.27183E-02
5.89481E+00	1.12139E-01
5.99473E+00	1.20937E-01
6.09464E+00	7.12621E-02
6.19455E+00	-2.75416E-02
6.29446E+00	-1.62951E-01
6.39438E+00	-3.22587E-01
6.49429E+00	-4.94169E-01
6.59420E+00	-6.65461E-01
6.69411E+00	-8.24227E-01
6.79402E+00	-9.58181E-01
6.89394E+00	-1.05494E+00
6.99385E+00	-1.10197E+00
7.09376E+00	-1.09132E+00
7.19367E+00	-1.02998E+00
7.29358E+00	-9.27768E-01
7.39350E+00	-7.94330E-01
7.49341E+00	-6.39196E-01
7.59332E+00	-4.71811E-01
7.69323E+00	-3.01566E-01
7.79314E+00	-1.37846E-01
7.89306E+00	9.94073E-03
7.99297E+00	1.32324E-01
8.09288E+00	2.22103E-01
8.19279E+00	2.79708E-01
8.29271E+00	3.07021E-01
8.39262E+00	3.05808E-01
8.49253E+00	2.77721E-01
8.59244E+00	2.24304E-01
8.69235E+00	1.47004E-01
8.79227E+00	4.71702E-02
8.89218E+00	-7.39348E-02
8.99209E+00	-2.15133E-01
9.09200E+00	-3.73770E-01
9.19191E+00	-5.42029E-01
9.29183E+00	-7.11039E-01
9.39174E+00	-8.71929E-01
9.49165E+00	-1.01580E+00
9.59156E+00	-1.13368E+00
9.69147E+00	-1.21649E+00
9.79139E+00	-1.25503E+00
9.89130E+00	-1.23991E+00
9.99121E+00	-1.16154E+00
1.00911E+01	-1.01498E+00
1.01910E+01	-8.11999E-01
1.02910E+01	-5.67778E-01
1.03909E+01	-2.97338E-01
1.04908E+01	-1.55980E-02
1.05907E+01	2.62571E-01
1.06906E+01	5.22281E-01
1.07905E+01	7.48572E-01
1.08904E+01	9.26353E-01
1.09903E+01	1.04034E+00
1.10902E+01	1.08065E+00
1.11902E+01	1.05713E+00
1.12901E+01	9.83766E-01
1.13900E+01	8.74373E-01
