      time,           p [     12.8     0.225         0],           p [    14.08     0.225         0],           p [    15.64     0.225         0],           p [     17.2     0.225         0],           p [    18.76     0.225         0],           p [    20.32     0.225         0],           p [    21.88     0.225         0],           p [    23.44     0.225         0],           p [       25     0.225         0],           p [    26.56     0.225         0],           p [    28.12     0.225         0],           p [    29.68     0.225         0],           p [    31.24     0.225         0],           p [     32.8     0.225         0],           p [    34.36     0.225         0],           p [    35.92     0.225         0],           p [    37.48     0.225         0],           p [    39.04     0.225         0],           p [     40.6     0.225         0],           p [    42.16     0.225         0],           p [    43.72     0.225         0],           p [    45.28     0.225         0]
1.8339e-01,                    2.216050507994287727e+03,                    2.220488739378891751e+03,                    2.221311398316404848e+03,                    2.219569045306371208e+03,                    2.221182412616677539e+03,                    2.222329722413887794e+03,                    2.217610956556221026e+03,                    2.221311784858092324e+03,                    2.219307631343869616e+03,                    2.217795138002541989e+03,                    2.220803425135026373e+03,                    2.222773279707299480e+03,                    2.221427558679373760e+03,                    2.221434355508347835e+03,                    2.214496188484514732e+03,                    2.220861106795598971e+03,                    2.220595960187129549e+03,                    2.223149306441635417e+03,                    2.217637090140170585e+03,                    2.224482083043353668e+03,                    2.218504085845649115e+03,                    2.217857769790739439e+03
2.0100e-01,                    2.207310607503564825e+03,                    2.210740642124656006e+03,                    2.211726599921146772e+03,                    2.211358973914107992e+03,                    2.212091363261307379e+03,                    2.213175032957179610e+03,                    2.210290582592713690e+03,                    2.211847319404336304e+03,                    2.210112289029009844e+03,                    2.208889099811861342e+03,                    2.211025109481769050e+03,                    2.213278270549700665e+03,                    2.212337662195537632e+03,                    2.212582406185407763e+03,                    2.204645555534038067e+03,                    2.212024804011432479e+03,                    2.211772919964498669e+03,                    2.213494754862802438e+03,                    2.208662408442196465e+03,                    2.214952016460493269e+03,                    2.208712489580978399e+03,                    2.209213772798702848e+03
2.2831e-01,                    2.202893453728760505e+03,                    2.206059320981183646e+03,                    2.206950300098484149e+03,                    2.207810208147294361e+03,                    2.206651990453925009e+03,                    2.207943124302783417e+03,                    2.205896918038023614e+03,                    2.206357350471856989e+03,                    2.205098967007491410e+03,                    2.204524879021026663e+03,                    2.205606612801575011e+03,                    2.207776394697320939e+03,                    2.207390119528925425e+03,                    2.208031113891866426e+03,                    2.199143993623653387e+03,                    2.207798185198454576e+03,                    2.207598082150230766e+03,                    2.208221262901735827e+03,                    2.203859067330779453e+03,                    2.209419442123991757e+03,                    2.203041197242089765e+03,                    2.205061533048639376e+03
2.5412e-01,                    2.208908650895707979e+03,                    2.212650922572496256e+03,                    2.214313484365707154e+03,                    2.215508765115453571e+03,                    2.212267254114678963e+03,                    2.214505288855445087e+03,                    2.212275956377896364e+03,                    2.212666329358421081e+03,                    2.211906840714755162e+03,                    2.211537185444956322e+03,                    2.211748474868937592e+03,                    2.212808721405863253e+03,                    2.213454236185506943e+03,                    2.214764825913121513e+03,                    2.207084202710947466e+03,                    2.214050374841699067e+03,                    2.214587437130432590e+03,                    2.214290205274994605e+03,                    2.210076321033247041e+03,                    2.215952866449727480e+03,                    2.209467435465139715e+03,                    2.211354795541409203e+03
2.7933e-01,                    2.208689904119701168e+03,                    2.212326818055074000e+03,                    2.215147969257225668e+03,                    2.216647441792286372e+03,                    2.211573824652105941e+03,                    2.214610547963393401e+03,                    2.212116050240757886e+03,                    2.212011081278450092e+03,                    2.215175066484228410e+03,                    2.212069785732760465e+03,                    2.211409225015062475e+03,                    2.211758916262868297e+03,                    2.213080647943123950e+03,                    2.214858875382751648e+03,                    2.206919278251072683e+03,                    2.214773150036632615e+03,                    2.215241368908273216e+03,                    2.213763382485969487e+03,                    2.209967045852414230e+03,                    2.215652152803108947e+03,                    2.209304534739835617e+03,                    2.211437463343762829e+03
3.0391e-01,                    2.208843281433601078e+03,                    2.212371728739199625e+03,                    2.216371411011718010e+03,                    2.218282662638205693e+03,                    2.211303838828643165e+03,                    2.215061137317092289e+03,                    2.212468198959525580e+03,                    2.212236131865482548e+03,                    2.216039385240635966e+03,                    2.213180069625053875e+03,                    2.209294601859856812e+03,                    2.211180572376342752e+03,                    2.213382474173044102e+03,                    2.214066535506253331e+03,                    2.207557471104141769e+03,                    2.216251599729470399e+03,                    2.216291622268539868e+03,                    2.213690809556575005e+03,                    2.210440216610049447e+03,                    2.215841177334560598e+03,                    2.209453343564903207e+03,                    2.211884410713581019e+03
3.2809e-01,                    2.208817647926499376e+03,                    2.212378941826611481e+03,                    2.217452333557369457e+03,                    2.219003637079365035e+03,                    2.210199860245318632e+03,                    2.215589814173534251e+03,                    2.212729996636544911e+03,                    2.212202127445420956e+03,                    2.216534632612851510e+03,                    2.214110720364025383e+03,                    2.209249993589534370e+03,                    2.210398832264303564e+03,                    2.213518880772209741e+03,                    2.214947774272229253e+03,                    2.207595974552036296e+03,                    2.217269133544962642e+03,                    2.217650283071333888e+03,                    2.213447918014792322e+03,                    2.210701811989761154e+03,                    2.215810330678046284e+03,                    2.209746991743483704e+03,                    2.211854425268120849e+03
3.5198e-01,                    2.208656448331375941e+03,                    2.212343139883234471e+03,                    2.218544911785165823e+03,                    2.220225857503050975e+03,                    2.210127587329411654e+03,                    2.215934319785984371e+03,                    2.212679939934251252e+03,                    2.212092004599852771e+03,                    2.217100010480095079e+03,                    2.215086911437078925e+03,                    2.209356862011443809e+03,                    2.209842846280607773e+03,                    2.213730282991248259e+03,                    2.215656988777759580e+03,                    2.208173887450561779e+03,                    2.217900904016175446e+03,                    2.218136980615746779e+03,                    2.213278703451686852e+03,                    2.211160895348139093e+03,                    2.215897370712475094e+03,                    2.209905756339957861e+03,                    2.212075028881715753e+03
3.7563e-01,                    2.208739763510640387e+03,                    2.212432201983166124e+03,                    2.219227040875328839e+03,                    2.221386644216444893e+03,                    2.210044430918365833e+03,                    2.216434416803867862e+03,                    2.212944226631751917e+03,                    2.212370099828533967e+03,                    2.217557986396220258e+03,                    2.216072884197289568e+03,                    2.209265227532919198e+03,                    2.209336183405813244e+03,                    2.213969923756852040e+03,                    2.216247005530535716e+03,                    2.208549575161533539e+03,                    2.219425323749894233e+03,                    2.218962597123512751e+03,                    2.213185892806897755e+03,                    2.211591104435006855e+03,                    2.216044934262235984e+03,                    2.210251906771573886e+03,                    2.213826674100431319e+03
3.8831e-01,                    2.220248329404000287e+03,                    2.224847533981024753e+03,                    2.233779011630028435e+03,                    2.234096838484113505e+03,                    2.222314489239567138e+03,                    2.229643801839629305e+03,                    2.224264251458624130e+03,                    2.225691034334995038e+03,                    2.230719518797406636e+03,                    2.229037292327356681e+03,                    2.222981407788903653e+03,                    2.221200269780987583e+03,                    2.226598984182571257e+03,                    2.229166971918478339e+03,                    2.224967808115116895e+03,                    2.232923150004316085e+03,                    2.232474973442029295e+03,                    2.225460704196021652e+03,                    2.224349417437835655e+03,                    2.230449408867467810e+03,                    2.224353158613418600e+03,                    2.224619238430368114e+03
