      time,           p [     12.8     0.225         0],           p [    14.08     0.225         0],           p [    15.64     0.225         0],           p [     17.2     0.225         0],           p [    18.76     0.225         0],           p [    20.32     0.225         0],           p [    21.88     0.225         0],           p [    23.44     0.225         0],           p [       25     0.225         0],           p [    26.56     0.225         0],           p [    28.12     0.225         0],           p [    29.68     0.225         0],           p [    31.24     0.225         0],           p [     32.8     0.225         0],           p [    34.36     0.225         0],           p [    35.92     0.225         0],           p [    37.48     0.225         0],           p [    39.04     0.225         0],           p [     40.6     0.225         0],           p [    42.16     0.225         0],           p [    43.72     0.225         0],           p [    45.28     0.225         0]
2.0100e-01,                    2.213223308230318253e+03,                    2.210211931326819013e+03,                    2.208849423338376710e+03,                    2.211004729667454740e+03,                    2.214197159056620421e+03,                    2.207597132636799870e+03,                    2.208074695577435705e+03,                    2.207464805455320857e+03,                    2.207984654533977391e+03,                    2.209178836076901462e+03,                    2.207372039588721691e+03,                    2.211390594396134475e+03,                    2.208059680593124995e+03,                    2.211781384213784349e+03,                    2.211642694616963581e+03,                    2.210091803538020486e+03,                    2.208235467807213809e+03,                    2.211224305019576605e+03,                    2.213352669456121475e+03,                    2.211637685629889802e+03,                    2.208690293893344915e+03,                    2.212813900940598614e+03
2.3537e-01,                    2.206930350759675093e+03,                    2.203738029344971892e+03,                    2.202093905980513227e+03,                    2.205612387615842181e+03,                    2.209114303283565278e+03,                    2.200909686795002017e+03,                    2.202223500294178848e+03,                    2.201157487192640019e+03,                    2.200879899757262137e+03,                    2.202472670330934307e+03,                    2.201099674932610469e+03,                    2.206467121493036757e+03,                    2.201843810235495312e+03,                    2.205557550513552997e+03,                    2.206230109766401256e+03,                    2.204166455908871285e+03,                    2.202377916491700944e+03,                    2.204767219685471900e+03,                    2.206758817347117656e+03,                    2.204803575350478695e+03,                    2.202257033103674530e+03,                    2.205920373675558039e+03
2.6567e-01,                    2.216329088431060882e+03,                    2.211865179186435853e+03,                    2.210374945259443848e+03,                    2.213937521377798930e+03,                    2.217568776505414462e+03,                    2.210283394501781913e+03,                    2.210281255494085144e+03,                    2.209258876058143869e+03,                    2.210019338804846939e+03,                    2.212182199302983463e+03,                    2.210367237606541948e+03,                    2.215612006293680224e+03,                    2.211112982529205510e+03,                    2.214899547334849103e+03,                    2.215507060966188874e+03,                    2.213701634016420940e+03,                    2.210853181828234028e+03,                    2.212759696619095848e+03,                    2.215266035221595303e+03,                    2.214137068120825461e+03,                    2.211467626725996979e+03,                    2.215965255104112657e+03
2.9406e-01,                    2.215896729445390065e+03,                    2.210533702848479152e+03,                    2.208773607844158960e+03,                    2.213463274606569030e+03,                    2.217126788120212950e+03,                    2.209352941458324040e+03,                    2.209697994672159894e+03,                    2.208696780115417823e+03,                    2.209063436219408231e+03,                    2.211504791229684997e+03,                    2.209798919470134024e+03,                    2.216157386076171861e+03,                    2.210567030965288723e+03,                    2.214291574865054372e+03,                    2.216012791454400940e+03,                    2.213790983726945797e+03,                    2.209685634405415385e+03,                    2.211245728528912878e+03,                    2.214400675080306883e+03,                    2.213201414008892698e+03,                    2.211068761364903366e+03,                    2.215426321326893685e+03
3.2101e-01,                    2.216024373503381867e+03,                    2.210017108055089921e+03,                    2.207966156653699727e+03,                    2.213553131932431825e+03,                    2.217231090045593191e+03,                    2.208957624593422679e+03,                    2.209397712445642810e+03,                    2.207713284716601720e+03,                    2.208841401813733228e+03,                    2.211564536795447566e+03,                    2.210049178835352905e+03,                    2.216639867474513267e+03,                    2.210831743287161771e+03,                    2.214777560128537516e+03,                    2.216933946141084562e+03,                    2.214715988459485288e+03,                    2.210005215384414441e+03,                    2.210596941064650764e+03,                    2.214184176912565363e+03,                    2.213641910890294639e+03,                    2.210981397859751723e+03,                    2.215640185684133940e+03
3.4689e-01,                    2.216197918769469197e+03,                    2.209444898419733363e+03,                    2.207256864350742035e+03,                    2.213668415427157925e+03,                    2.217277746612652209e+03,                    2.208765801174386525e+03,                    2.209536746672971276e+03,                    2.207692318103472644e+03,                    2.208391795762746369e+03,                    2.211574400635432539e+03,                    2.210435166038409989e+03,                    2.217113567938793494e+03,                    2.210802193721149251e+03,                    2.215711114691209332e+03,                    2.217582121957335858e+03,                    2.215541582506470604e+03,                    2.210521212828210992e+03,                    2.209894542665451354e+03,                    2.213945865194314138e+03,                    2.214159712752413270e+03,                    2.211419887592166560e+03,                    2.216133454804060420e+03
3.7191e-01,                    2.216381386394432411e+03,                    2.209005937161081420e+03,                    2.206800529050020486e+03,                    2.213955939819418745e+03,                    2.217399620582223633e+03,                    2.208380562941371863e+03,                    2.209384444370888104e+03,                    2.208050021772973651e+03,                    2.208299139570880470e+03,                    2.211970359234383068e+03,                    2.210943991618591099e+03,                    2.217715571260348497e+03,                    2.210793899720023092e+03,                    2.215551498431812888e+03,                    2.218020738424949741e+03,                    2.216361511190894817e+03,                    2.210720961545771843e+03,                    2.209304243588895588e+03,                    2.213861789227045392e+03,                    2.214617456268292244e+03,                    2.211727177548400050e+03,                    2.216405237839106121e+03
3.8645e-01,                    2.226657639297371588e+03,                    2.218342571959045017e+03,                    2.216156588825225299e+03,                    2.222904125142028079e+03,                    2.226058566994627199e+03,                    2.218532210209545156e+03,                    2.218721812085757847e+03,                    2.218180409805964700e+03,                    2.218858262879226459e+03,                    2.222529634944479767e+03,                    2.220634671113183231e+03,                    2.226943223809380470e+03,                    2.220786179257773256e+03,                    2.226169357286297782e+03,                    2.227834383918318053e+03,                    2.227633274133303985e+03,                    2.220357017720189560e+03,                    2.218345681307919222e+03,                    2.223766800601988052e+03,                    2.224913270502177511e+03,                    2.222237974166986533e+03,                    2.227956752129099186e+03
4.0099e-01,                    2.216137649395778681e+03,                    2.207955999965246519e+03,                    2.205428564955940601e+03,                    2.213462465521803097e+03,                    2.216212064364295202e+03,                    2.206780643333786429e+03,                    2.209058836545574195e+03,                    2.208208522052076205e+03,                    2.207571972339158492e+03,                    2.211652156465768257e+03,                    2.210255602057821307e+03,                    2.217247167262802577e+03,                    2.210368450218081307e+03,                    2.215419900676745783e+03,                    2.218087624185123332e+03,                    2.217112656177080680e+03,                    2.210629526886791609e+03,                    2.207928050403489124e+03,                    2.213431430142439240e+03,                    2.215064044641804685e+03,                    2.211953518922287458e+03,                    2.216321676131341064e+03
4.2542e-01,                    2.210327636312747927e+03,                    2.202047393514887062e+03,                    2.199404969027642437e+03,                    2.208637831718926009e+03,                    2.211671722555956421e+03,                    2.200765085015695149e+03,                    2.204210212345253240e+03,                    2.201908691702221404e+03,                    2.201250002230199698e+03,                    2.205838959854226232e+03,                    2.205049937485553528e+03,                    2.211905272189823791e+03,                    2.204563165202499022e+03,                    2.208639212017302725e+03,                    2.212565025356223487e+03,                    2.211130666627791925e+03,                    2.205063229720918116e+03,                    2.202338178833098482e+03,                    2.207385518763394430e+03,                    2.208611081209830900e+03,                    2.206246726049444533e+03,                    2.209844163278886299e+03
4.4880e-01,                    2.217224696586879418e+03,                    2.208297185273999730e+03,                    2.205665877775088120e+03,                    2.214893791345953559e+03,                    2.217815739130188376e+03,                    2.207275732134775353e+03,                    2.210163537241990525e+03,                    2.209048545010524776e+03,                    2.208177257506468777e+03,                    2.212921310864816860e+03,                    2.212436129253382205e+03,                    2.217880148231138264e+03,                    2.211356396603950088e+03,                    2.215903027831707732e+03,                    2.219036283124612510e+03,                    2.218401827394484826e+03,                    2.211891695698272088e+03,                    2.208542962827813426e+03,                    2.213939652427585315e+03,                    2.215931235604330595e+03,                    2.213272597975151712e+03,                    2.217622236540476479e+03
4.7167e-01,                    2.216641635685673009e+03,                    2.208937467643256241e+03,                    2.205320689301152925e+03,                    2.215118276925494683e+03,                    2.217559037742139026e+03,                    2.207068419128235291e+03,                    2.210091758005963129e+03,                    2.209176251402791422e+03,                    2.207736519407189007e+03,                    2.213309325326898488e+03,                    2.213176571934510321e+03,                    2.217442873181935283e+03,                    2.211119416560440186e+03,                    2.215525709934941915e+03,                    2.218751459588050238e+03,                    2.218211401893450329e+03,                    2.212316163763214263e+03,                    2.208297591340553481e+03,                    2.213734039875076633e+03,                    2.215223902546218142e+03,                    2.213105348498330386e+03,                    2.217443880278302004e+03
4.9412e-01,                    2.216821585232081816e+03,                    2.208918177538226246e+03,                    2.205157754513191776e+03,                    2.215404043710029327e+03,                    2.217407548324756135e+03,                    2.206475804598042942e+03,                    2.210168515659708191e+03,                    2.209918142596508005e+03,                    2.207748415297861811e+03,                    2.213414631847137116e+03,                    2.213533215176841622e+03,                    2.217228829468403546e+03,                    2.211136784015258399e+03,                    2.215669760351629066e+03,                    2.218827946795818207e+03,                    2.218060150126433655e+03,                    2.212490125708136929e+03,                    2.208445031442101481e+03,                    2.213707349718088153e+03,                    2.216202264127914987e+03,                    2.213650338556608858e+03,                    2.217203513769146866e+03
5.1623e-01,                    2.216945013551331158e+03,                    2.209036636920037381e+03,                    2.205114424466991295e+03,                    2.215715149390978695e+03,                    2.217203003160170738e+03,                    2.205852481004579204e+03,                    2.210292648312889469e+03,                    2.209381393423261670e+03,                    2.207817950425579511e+03,                    2.213689653062500838e+03,                    2.213906049242407789e+03,                    2.216887835997790262e+03,                    2.211150840003501798e+03,                    2.215056221015368465e+03,                    2.218116514400011965e+03,                    2.217327690577977137e+03,                    2.213214435711769511e+03,                    2.208670365863511506e+03,                    2.213851629110795784e+03,                    2.216626329523976892e+03,                    2.213956354219923469e+03,                    2.216454578554028103e+03
5.3807e-01,                    2.216975486600361819e+03,                    2.209232012772162761e+03,                    2.205118008923105663e+03,                    2.216021395689374003e+03,                    2.217054051942293427e+03,                    2.205349111788050777e+03,                    2.210725674667345629e+03,                    2.210494568577362315e+03,                    2.208086972416679600e+03,                    2.214001443819768610e+03,                    2.214219085413353696e+03,                    2.216589001064889089e+03,                    2.211124783005256631e+03,                    2.214959310154609739e+03,                    2.217792887211714515e+03,                    2.216536556381172886e+03,                    2.213689912889850348e+03,                    2.209021648584249760e+03,                    2.214132872920531554e+03,                    2.216649058062734184e+03,                    2.214217538383847568e+03,                    2.215494777194407106e+03
5.5964e-01,                    2.217018929104363451e+03,                    2.209541004728273037e+03,                    2.205522109930022452e+03,                    2.216549147661232382e+03,                    2.216937501008053914e+03,                    2.205145082660852950e+03,                    2.210676378723939251e+03,                    2.211187997903463838e+03,                    2.208089122452627635e+03,                    2.214351773299796605e+03,                    2.213563496653923266e+03,                    2.216398165945440269e+03,                    2.211159444821003490e+03,                    2.215182510746135904e+03,                    2.217412849002770599e+03,                    2.215816862972245417e+03,                    2.214534631919706044e+03,                    2.209467971540215331e+03,                    2.214128030895293705e+03,                    2.217778265018804177e+03,                    2.214656705360547676e+03,                    2.214746521683844549e+03
5.8096e-01,                    2.216933985610672153e+03,                    2.209812663212185726e+03,                    2.205722459956691637e+03,                    2.216792341792507159e+03,                    2.218611196601100801e+03,                    2.204364834065379910e+03,                    2.210747028536581638e+03,                    2.211961630925596182e+03,                    2.208297132829856309e+03,                    2.214643445260594945e+03,                    2.213995849993403681e+03,                    2.216079566683640223e+03,                    2.211247066829381311e+03,                    2.214677464549635715e+03,                    2.216546029103395995e+03,                    2.215035653692432788e+03,                    2.215054538469767976e+03,                    2.209962311814839723e+03,                    2.214248496505033017e+03,                    2.218584614409545338e+03,                    2.214838663388422447e+03,                    2.213690679859664215e+03
6.0099e-01,                    2.217388212817759268e+03,                    2.210738714424361206e+03,                    2.206436576138230521e+03,                    2.217817656617718967e+03,                    2.218923378535118900e+03,                    2.204670732951078207e+03,                    2.211675562129029004e+03,                    2.211969037405464405e+03,                    2.209222233404796043e+03,                    2.215655855948848057e+03,                    2.214937928385408213e+03,                    2.216481048827200993e+03,                    2.212108438985992507e+03,                    2.215014132658015569e+03,                    2.216485302520641198e+03,                    2.215429163418360531e+03,                    2.216744812812077271e+03,                    2.211235187090193904e+03,                    2.215150668761596080e+03,                    2.219029009386690177e+03,                    2.215963085586191028e+03,                    2.213995323764910154e+03
6.2195e-01,                    2.215788074920592408e+03,                    2.209684260545465349e+03,                    2.205280341504172611e+03,                    2.216740984500573177e+03,                    2.217213446333439606e+03,                    2.202318130206684600e+03,                    2.210384821849234868e+03,                    2.211394625326326604e+03,                    2.207833463027166545e+03,                    2.214249294565650416e+03,                    2.213564070333250129e+03,                    2.214703047822302779e+03,                    2.210726268235084262e+03,                    2.213373385385214988e+03,                    2.214499920126554571e+03,                    2.213279591029715448e+03,                    2.215887735607443574e+03,                    2.210287449045419635e+03,                    2.213635223173390841e+03,                    2.218472935109877653e+03,                    2.214204909530692476e+03,                    2.212117653211161269e+03
6.4265e-01,                    2.216548835381337085e+03,                    2.210953670804071407e+03,                    2.206690132330272718e+03,                    2.217972899373182827e+03,                    2.217507545015967025e+03,                    2.203026044523975543e+03,                    2.211644425188291279e+03,                    2.212678464104927571e+03,                    2.208867552531840829e+03,                    2.215381346843214942e+03,                    2.214475865165079995e+03,                    2.215299235738125844e+03,                    2.211752611012533634e+03,                    2.213742742223744244e+03,                    2.214336116177039003e+03,                    2.213532793513175420e+03,                    2.217504756658382121e+03,                    2.211668980659226690e+03,                    2.214623375223338371e+03,                    2.220160799983579636e+03,                    2.215330788680650585e+03,                    2.212827911878413943e+03
6.6319e-01,                    2.215990529391066957e+03,                    2.212501022002325954e+03,                    2.207118092981416339e+03,                    2.218275912866066392e+03,                    2.216891776002682491e+03,                    2.202393609727140756e+03,                    2.211851256775174079e+03,                    2.212425517714609668e+03,                    2.209304978338755063e+03,                    2.215664240400639756e+03,                    2.214441122958962751e+03,                    2.214802359681274538e+03,                    2.212328938452079910e+03,                    2.214311870698161783e+03,                    2.213671684509891293e+03,                    2.212868605100347395e+03,                    2.218250750607663576e+03,                    2.212145442967569124e+03,                    2.214674016528676475e+03,                    2.219445203318839503e+03,                    2.215453901655320351e+03,                    2.212461865608559037e+03
6.8356e-01,                    2.214663501056056703e+03,                    2.212413274462282061e+03,                    2.207685551331810075e+03,                    2.218679346454498955e+03,                    2.216441470102408402e+03,                    2.201852184178567768e+03,                    2.212099089221679606e+03,                    2.212984607839458931e+03,                    2.209572932036055590e+03,                    2.216120113915157617e+03,                    2.214398165609732587e+03,                    2.214782242385724203e+03,                    2.212636075381727096e+03,                    2.214396844295918072e+03,                    2.213074021114423431e+03,                    2.211984684240795559e+03,                    2.219105133407186258e+03,                    2.212617479326288958e+03,                    2.214760445288571646e+03,                    2.220732484245952037e+03,                    2.215720088517785825e+03,                    2.212464033334204032e+03
7.0380e-01,                    2.214400024979794580e+03,                    2.212878349638101099e+03,                    2.208318364234836281e+03,                    2.219073047743065672e+03,                    2.216130771110189926e+03,                    2.201341255805217770e+03,                    2.212335610029079817e+03,                    2.213703270749387684e+03,                    2.210055495153633728e+03,                    2.216597007499874053e+03,                    2.213863357800191807e+03,                    2.214972015490842296e+03,                    2.212935179624292687e+03,                    2.213991511019093196e+03,                    2.211966081785998540e+03,                    2.211549992161839327e+03,                    2.220036904162514475e+03,                    2.207907124467099493e+03,                    2.214898001466277492e+03,                    2.221585279637432450e+03,                    2.215999949110599118e+03,                    2.212748805673529660e+03
7.2393e-01,                    2.214396428872466458e+03,                    2.213222629613461777e+03,                    2.208940621490701687e+03,                    2.219348069284533722e+03,                    2.217267861566939246e+03,                    2.201482002105237825e+03,                    2.212966501629223330e+03,                    2.213234418332544010e+03,                    2.210607762239209933e+03,                    2.217219120353372091e+03,                    2.213756013173722749e+03,                    2.215341358170092462e+03,                    2.213288516726296166e+03,                    2.214074823460760854e+03,                    2.211447558311876492e+03,                    2.210977928211803373e+03,                    2.220809502463520403e+03,                    2.208047379924335928e+03,                    2.215008522693138730e+03,                    2.220825078179607317e+03,                    2.216197097585389201e+03,                    2.212860306563416088e+03
7.4396e-01,                    2.214191753207756392e+03,                    2.213398050136143866e+03,                    2.209666410321133299e+03,                    2.219727432570279234e+03,                    2.217503894014213984e+03,                    2.201210169011943890e+03,                    2.213361024740719131e+03,                    2.213840089173283104e+03,                    2.211102923993766581e+03,                    2.217859927493829673e+03,                    2.213324727720003011e+03,                    2.215905794443382547e+03,                    2.214135633972311552e+03,                    2.215034043068935262e+03,                    2.211171500126731644e+03,                    2.210973475443700409e+03,                    2.221538507346644110e+03,                    2.208642664336649887e+03,                    2.215056229378836179e+03,                    2.222081290500297655e+03,                    2.216326553107302516e+03,                    2.212916326002557071e+03
7.6391e-01,                    2.214159308296551444e+03,                    2.213669875006627080e+03,                    2.210108280884655414e+03,                    2.219967748815643517e+03,                    2.218004496446095800e+03,                    2.201036764918591871e+03,                    2.213766455120900446e+03,                    2.214420652007995159e+03,                    2.211688901483024893e+03,                    2.218633880683253665e+03,                    2.212946607372687140e+03,                    2.216536941833483525e+03,                    2.214479261888660403e+03,                    2.214845732834267437e+03,                    2.210178818465874429e+03,                    2.210480686082864850e+03,                    2.222237768760946892e+03,                    2.209244829834884968e+03,                    2.215163145343897213e+03,                    2.221733756538183570e+03,                    2.216441824894524871e+03,                    2.212893979915268574e+03
7.8378e-01,                    2.213922001184026158e+03,                    2.214932990388285361e+03,                    2.210767819369296376e+03,                    2.220292118634209146e+03,                    2.218816701576407922e+03,                    2.201485946772871102e+03,                    2.214420358361714079e+03,                    2.213939505631868997e+03,                    2.212346033217238983e+03,                    2.219360790381530933e+03,                    2.212492278527546659e+03,                    2.217231148584286984e+03,                    2.214979601124063720e+03,                    2.214991282516494721e+03,                    2.209622486996331645e+03,                    2.210727467551383143e+03,                    2.222849648579578570e+03,                    2.209902530431244031e+03,                    2.215273547343399059e+03,                    2.222671299500739224e+03,                    2.216087038150908029e+03,                    2.212795313175202864e+03
8.0099e-01,                    2.215957525686998451e+03,                    2.217155180881070919e+03,                    2.213577732567144722e+03,                    2.222416705883391842e+03,                    2.222746505616435115e+03,                    2.203644229504354826e+03,                    2.216802783427493068e+03,                    2.216560678740261210e+03,                    2.215310246728380207e+03,                    2.222351645857521362e+03,                    2.214173894461669533e+03,                    2.220022326003514536e+03,                    2.217628531223941081e+03,                    2.217783208484458100e+03,                    2.211468095756731600e+03,                    2.212461616223878082e+03,                    2.225281489450966546e+03,                    2.212547987669558097e+03,                    2.217560025059132840e+03,                    2.224737445292773828e+03,                    2.218444867923624770e+03,                    2.214922894748076942e+03
8.2081e-01,                    2.212014309235755263e+03,                    2.213000132902962832e+03,                    2.209909209019899208e+03,                    2.218817449371751081e+03,                    2.220031369282119158e+03,                    2.199426103038032579e+03,                    2.213246709953775735e+03,                    2.212431212794436760e+03,                    2.211296266547066807e+03,                    2.218637758895663410e+03,                    2.209551400435470896e+03,                    2.216704340123405927e+03,                    2.214069648725485422e+03,                    2.213864506115558925e+03,                    2.207041144496647121e+03,                    2.207816519886450351e+03,                    2.221881944601917894e+03,                    2.208940074337448095e+03,                    2.213470986049371277e+03,                    2.221152668572054154e+03,                    2.214336524042014389e+03,                    2.208117442832139204e+03
8.4063e-01,                    2.214244316451566192e+03,                    2.214630784078675788e+03,                    2.212481119156263958e+03,                    2.220725881575190670e+03,                    2.223037837488155674e+03,                    2.202262098416471417e+03,                    2.215573655894809690e+03,                    2.214954514543323512e+03,                    2.214023355510393685e+03,                    2.221453415996407784e+03,                    2.211190707947401279e+03,                    2.219265726994796296e+03,                    2.216600030214648541e+03,                    2.216217271362110296e+03,                    2.208605935507045615e+03,                    2.209344313287211207e+03,                    2.224213709802601898e+03,                    2.210932807237799352e+03,                    2.215170360206071564e+03,                    2.222534286394154606e+03,                    2.217492061831293086e+03,                    2.210177628095945693e+03
8.6042e-01,                    2.214311472966946894e+03,                    2.214485092636102308e+03,                    2.212780204096246052e+03,                    2.220791689047347518e+03,                    2.224211608322186294e+03,                    2.202603152261891864e+03,                    2.215987038709890840e+03,                    2.214639447903080963e+03,                    2.214572735786370686e+03,                    2.222003564062818896e+03,                    2.210452344323697162e+03,                    2.219985302885047076e+03,                    2.217059211754948137e+03,                    2.216857582689113769e+03,                    2.208674521675579399e+03,                    2.210312116012003116e+03,                    2.224542436083896973e+03,                    2.211490718632112475e+03,                    2.215333280315743650e+03,                    2.223449117180652138e+03,                    2.217627398174485734e+03,                    2.209941621603632029e+03
8.8021e-01,                    2.214362568707570063e+03,                    2.215223442758086549e+03,                    2.213351804565049406e+03,                    2.220705778978539456e+03,                    2.226567813044650393e+03,                    2.202938966731383516e+03,                    2.216288848216397128e+03,                    2.215321686936749302e+03,                    2.215090472987090834e+03,                    2.222613798015622706e+03,                    2.210034608518964887e+03,                    2.220502018376013439e+03,                    2.217608961849110983e+03,                    2.217297629177883209e+03,                    2.208381296605157331e+03,                    2.209862744445049429e+03,                    2.224782271652702548e+03,                    2.211726619518859479e+03,                    2.215524473641054101e+03,                    2.222522891424614500e+03,                    2.217696064512543217e+03,                    2.210137893105852527e+03
