Local(a4),Profile(a20),SurveyNumber,Lat,Lon,Easting,Northing,OffLine,Depth1,Depth2,Date,Time(hhmmss),time(sec after midnight),Feature(a20)
FRF,640,1116,36.18567676,-75.74201206,902612.248,275011.799,935.206,636.902,-8.883,-47.773,20150915,165926,61166
FRF,640,1116,36.18568097,-75.74198437,902614.722,275012.348,937.719,636.57,-8.902,-47.77,20150915,165925,61165
FRF,640,1116,36.18568956,-75.74193051,902619.533,275013.46,942.619,635.968,-8.929,-47.785,20150915,165923,61163
FRF,640,1116,36.18569526,-75.74190298,902621.987,275014.172,945.169,635.796,-8.942,-47.791,20150915,165922,61162
FRF,640,1116,36.18570352,-75.74184619,902627.063,275015.257,950.31,635.077,-8.968,-47.855,20150915,165920,61160
FRF,640,1116,36.1857075,-75.74181708,902629.665,275015.783,952.934,634.681,-8.995,-47.839,20150915,165919,61159
FRF,640,1116,36.18571671,-75.7417586,902634.89,275016.978,958.253,634.014,-9.021,-47.903,20150915,165917,61157
FRF,640,1116,36.18572703,-75.74170253,902639.893,275018.288,963.402,633.532,-9.039,-47.918,20150915,165915,61155
FRF,640,1116,36.18573161,-75.74167557,902642.3,275018.875,965.864,633.259,-9.082,-47.92,20150915,165914,61154
FRF,640,1116,36.18573656,-75.74164907,902644.664,275019.502,968.3,633.039,-9.106,-47.945,20150915,165913,61153
FRF,640,1116,36.18575337,-75.74156575,902652.094,275021.613,976.004,632.478,-9.131,-48.05,20150915,165910,61150
FRF,640,1116,36.18576108,-75.74153769,902654.589,275022.55,978.669,632.504,-9.162,-48.024,20150915,165909,61149
FRF,640,1116,36.18576634,-75.74150941,902657.112,275023.218,981.268,632.267,-9.194,-48.044,20150915,165908,61148
FRF,640,1116,36.18577338,-75.74148223,902659.53,275024.079,983.835,632.248,-9.206,-48.074,20150915,165907,61147
FRF,640,1116,36.18578924,-75.74142834,902664.317,275025.996,988.989,632.41,-9.224,-48.103,20150915,165905,61145
FRF,640,1116,36.1857991,-75.74140226,902666.626,275027.167,991.559,632.72,-9.241,-48.111,20150915,165904,61144
FRF,640,1116,36.18582534,-75.74132399,902673.567,275030.308,999.156,633.294,-9.257,-48.115,20150915,165901,61141
FRF,640,1116,36.18583412,-75.74129746,902675.92,275031.36,1001.727,633.476,-9.269,-48.125,20150915,165900,61140
FRF,640,1116,36.18584159,-75.74127008,902678.355,275032.27,1004.326,633.498,-9.292,-48.158,20150915,165859,61139
FRF,640,1116,36.18584984,-75.74124202,902680.847,275033.267,1007.009,633.581,-9.311,-48.163,20150915,165858,61138
FRF,640,1116,36.18586329,-75.74118515,902685.911,275034.927,1012.335,633.407,-9.327,-48.224,20150915,165856,61136
FRF,640,1116,36.18587083,-75.74115749,902688.37,275035.845,1014.96,633.427,-9.345,-48.21,20150915,165855,61135
FRF,640,1116,36.18588056,-75.74110363,902693.178,275037.083,1019.901,632.944,-9.375,-48.208,20150915,165853,61133
FRF,640,1116,36.18588799,-75.74107719,902695.527,275037.986,1022.417,632.988,-9.395,-48.249,20150915,165852,61132
FRF,640,1116,36.18589606,-75.7410239,902700.289,275039.037,1027.251,632.345,-9.423,-48.312,20150915,165850,61130
FRF,640,1116,36.18590692,-75.74096998,902705.097,275040.401,1032.236,631.98,-9.452,-48.322,20150915,165848,61128
FRF,640,1116,36.18591239,-75.74094279,902707.521,275041.088,1034.749,631.795,-9.483,-48.35,20150915,165847,61127
FRF,640,1116,36.18592704,-75.74088928,902712.279,275042.871,1039.829,631.841,-9.506,-48.352,20150915,165845,61125
FRF,640,1116,36.18594594,-75.74083763,902716.853,275045.119,1044.897,632.387,-9.526,-48.405,20150915,165843,61123
FRF,640,1116,36.18595597,-75.74081194,902719.127,275046.307,1047.44,632.724,-9.542,-48.428,20150915,165842,61122
FRF,640,1116,36.18596584,-75.74078571,902721.449,275047.48,1050.023,633.031,-9.578,-48.422,20150915,165841,61121
FRF,640,1116,36.18597853,-75.74076087,902723.635,275048.96,1052.584,633.673,-9.602,-48.428,20150915,165840,61120
FRF,640,1116,36.18600435,-75.74071029,902728.089,275051.973,1057.801,634.979,-9.619,-48.53,20150915,165838,61118
FRF,640,1116,36.18601744,-75.74068578,902730.245,275053.498,1060.348,635.673,-9.645,-48.525,20150915,165837,61117
FRF,640,1116,36.1860401,-75.74063661,902734.583,275056.155,1065.334,636.684,-9.684,-48.513,20150915,165835,61115
FRF,640,1116,36.18605227,-75.74061169,902736.779,275057.579,1067.885,637.27,-9.708,-48.553,20150915,165834,61114
FRF,640,1116,36.18608265,-75.74053052,902743.966,275061.188,1075.873,638.2,-9.734,-48.624,20150915,165831,61111
FRF,640,1116,36.18609129,-75.74050316,902746.394,275062.226,1078.51,638.344,-9.765,-48.648,20150915,165830,61110
FRF,640,1116,36.18609966,-75.74047595,902748.81,275063.235,1081.125,638.464,-9.8,-48.655,20150915,165829,61109
FRF,640,1116,36.18611,-75.74044976,902751.127,275064.459,1083.721,638.821,-9.821,-48.671,20150915,165828,61108
FRF,640,1116,36.18613393,-75.74036929,902758.274,275067.351,1091.427,639.091,-9.852,-48.726,20150915,165825,61105
FRF,640,1116,36.18614061,-75.74034294,902760.619,275068.17,1093.91,639.057,-9.888,-48.729,20150915,165824,61104
FRF,640,1116,36.18614795,-75.74031662,902762.958,275069.062,1096.413,639.094,-9.926,-48.806,20150915,165823,61103
FRF,640,1116,36.18615619,-75.74028957,902765.36,275070.055,1099.01,639.205,-9.954,-48.832,20150915,165822,61102
FRF,640,1116,36.18617502,-75.74020441,902772.948,275072.394,1106.94,638.804,-9.992,-48.859,20150915,165819,61099
FRF,640,1116,36.18618098,-75.74017513,902775.559,275073.142,1109.65,638.612,-10.015,-48.87,20150915,165818,61098
FRF,640,1116,36.18618803,-75.74014646,902778.11,275074.009,1112.343,638.554,-10.044,-48.918,20150915,165817,61097
FRF,640,1116,36.18619576,-75.7401187,902780.578,275074.949,1114.984,638.592,-10.066,-48.919,20150915,165816,61096
FRF,640,1116,36.18620943,-75.74006526,902785.333,275076.622,1120.024,638.535,-10.104,-48.978,20150915,165814,61094
FRF,640,1116,36.18622482,-75.74001293,902789.981,275078.483,1125.029,638.692,-10.139,-48.969,20150915,165812,61092
FRF,640,1116,36.18624039,-75.73995917,902794.758,275080.369,1130.163,638.828,-10.18,-49.059,20150915,165810,61090
FRF,640,1116,36.18624878,-75.73993198,902797.172,275081.379,1132.776,638.95,-10.206,-49.093,20150915,165809,61089
FRF,640,1116,36.18626882,-75.73987829,902801.925,275083.761,1138.058,639.561,-10.24,-49.126,20150915,165807,61087
FRF,640,1116,36.18627823,-75.73985151,902804.299,275084.884,1140.673,639.803,-10.257,-49.108,20150915,165806,61086
FRF,640,1116,36.18628876,-75.73982547,902806.602,275086.128,1143.263,640.183,-10.28,-49.138,20150915,165805,61085
FRF,640,1116,36.18629822,-75.73979935,902808.915,275087.254,1145.821,640.449,-10.301,-49.146,20150915,165804,61084
FRF,640,1116,36.18631806,-75.73974724,902813.528,275089.609,1150.962,641.082,-10.332,-49.204,20150915,165802,61082
FRF,640,1116,36.18632726,-75.73972047,902815.901,275090.708,1153.568,641.302,-10.364,-49.235,20150915,165801,61081
FRF,640,1116,36.18634557,-75.73966709,902820.633,275092.897,1158.763,641.738,-10.409,-49.261,20150915,165759,61079
FRF,640,1116,36.18635326,-75.73963944,902823.091,275093.831,1161.392,641.774,-10.446,-49.299,20150915,165758,61078
FRF,640,1116,36.18636803,-75.73958262,902828.145,275095.637,1166.759,641.74,-10.481,-49.374,20150915,165756,61076
FRF,640,1116,36.18637351,-75.73955429,902830.672,275096.328,1169.37,641.524,-10.512,-49.386,20150915,165755,61075
FRF,640,1116,36.18638576,-75.73950035,902835.477,275097.846,1174.405,641.305,-10.556,-49.41,20150915,165753,61073
FRF,640,1116,36.18639045,-75.73947343,902837.88,275098.446,1176.868,641.046,-10.59,-49.416,20150915,165752,61072
FRF,640,1116,36.18640968,-75.739391,902845.221,275100.822,1184.578,640.764,-10.634,-49.515,20150915,165749,61069
FRF,640,1116,36.18641756,-75.73936348,902847.666,275101.778,1187.203,640.825,-10.678,-49.545,20150915,165748,61068
FRF,640,1116,36.1864309,-75.73930743,902852.657,275103.422,1192.455,640.661,-10.72,-49.603,20150915,165746,61066
FRF,640,1116,36.18643973,-75.73928016,902855.076,275104.482,1195.091,640.828,-10.746,-49.63,20150915,165745,61065
FRF,640,1116,36.18644601,-75.73925262,902857.529,275105.26,1197.662,640.719,-10.778,-49.628,20150915,165744,61064
FRF,640,1116,36.18645306,-75.73922691,902859.815,275106.117,1200.103,640.742,-10.799,-49.642,20150915,165743,61063
FRF,640,1116,36.18647212,-75.73914817,902866.824,275108.464,1207.492,640.547,-10.823,-49.708,20150915,165740,61060
FRF,640,1116,36.18647741,-75.73911955,902869.378,275109.136,1210.122,640.303,-10.853,-49.705,20150915,165739,61059
FRF,640,1116,36.18648001,-75.739091,902871.935,275109.508,1212.652,639.777,-10.892,-49.752,20150915,165738,61058
FRF,640,1116,36.18648677,-75.73903333,902877.095,275110.428,1217.815,638.875,-10.921,-49.778,20150915,165736,61056
FRF,640,1116,36.18648851,-75.73900519,902879.619,275110.704,1220.281,638.27,-10.953,-49.839,20150915,165735,61055
FRF,640,1116,36.18649211,-75.73897816,902882.036,275111.183,1222.716,637.892,-10.979,-49.849,20150915,165734,61054
FRF,640,1116,36.18649647,-75.73892463,902886.832,275111.825,1227.442,636.853,-11.018,-49.866,20150915,165732,61052
FRF,640,1116,36.18649874,-75.73889733,902889.279,275112.158,1229.855,636.328,-11.05,-49.883,20150915,165731,61051
FRF,640,1116,36.18651053,-75.73881277,902896.838,275113.714,1237.49,635.201,-11.081,-49.972,20150915,165728,61048
FRF,640,1116,36.18651529,-75.738785,902899.317,275114.325,1240.028,634.927,-11.109,-50,20150915,165727,61047
FRF,640,1116,36.1865218,-75.73875754,902901.762,275115.128,1242.6,634.844,-11.16,-50.004,20150915,165726,61046
FRF,640,1116,36.18652674,-75.73873002,902904.218,275115.757,1245.123,634.594,-11.193,-50.004,20150915,165725,61045
FRF,640,1116,36.18654468,-75.73864684,902911.631,275117.993,1252.853,634.156,-11.221,-50.14,20150915,165722,61042
FRF,640,1116,36.18655174,-75.7386192,902914.09,275118.857,1255.46,634.126,-11.252,-50.138,20150915,165721,61041
FRF,640,1116,36.18655823,-75.73859141,902916.565,275119.659,1258.06,634.032,-11.298,-50.14,20150915,165720,61040
FRF,640,1116,36.18656525,-75.73856401,902919.003,275120.518,1260.644,634.004,-11.317,-50.157,20150915,165719,61039
FRF,640,1116,36.18658359,-75.7384809,902926.408,275122.798,1268.382,633.61,-11.352,-50.233,20150915,165716,61036
FRF,640,1116,36.18658894,-75.73845234,902928.956,275123.476,1271.009,633.375,-11.392,-50.235,20150915,165715,61035
FRF,640,1116,36.18659927,-75.73839571,902934.009,275124.789,1276.206,632.878,-11.432,-50.315,20150915,165713,61033
FRF,640,1116,36.18660461,-75.73836877,902936.412,275125.46,1278.693,632.686,-11.456,-50.339,20150915,165712,61032
FRF,640,1116,36.18661497,-75.73831517,902941.193,275126.767,1283.633,632.277,-11.504,-50.356,20150915,165710,61030
FRF,640,1116,36.1866197,-75.73828783,902943.633,275127.373,1286.133,632.01,-11.533,-50.356,20150915,165709,61029
FRF,640,1116,36.18662873,-75.73823236,902948.587,275128.539,1291.186,631.409,-11.556,-50.473,20150915,165707,61027
FRF,640,1116,36.18663333,-75.73820448,902951.077,275129.131,1293.729,631.113,-11.579,-50.46,20150915,165706,61026
FRF,640,1116,36.18663838,-75.73817721,902953.51,275129.772,1296.234,630.882,-11.626,-50.452,20150915,165705,61025
FRF,640,1116,36.18664414,-75.73815027,902955.912,275130.49,1298.737,630.734,-11.644,-50.472,20150915,165704,61024
FRF,640,1116,36.18666887,-75.73807272,902962.793,275133.462,1306.219,631.17,-11.679,-50.594,20150915,165701,61021
FRF,640,1116,36.18667919,-75.7380465,902965.113,275134.684,1308.818,631.524,-11.722,-50.562,20150915,165700,61020
FRF,640,1116,36.18670231,-75.73799276,902969.86,275137.407,1314.21,632.457,-11.765,-50.635,20150915,165658,61018
FRF,640,1116,36.18671354,-75.73796596,902972.228,275138.732,1316.889,632.891,-11.783,-50.666,20150915,165657,61017
FRF,640,1116,36.18673336,-75.73791345,902976.877,275141.084,1322.062,633.508,-11.806,-50.688,20150915,165655,61015
FRF,640,1116,36.18674411,-75.73788898,902979.038,275142.349,1324.525,633.957,-11.823,-50.683,20150915,165654,61014
FRF,640,1116,36.18675308,-75.73786273,902981.365,275143.421,1327.079,634.167,-11.843,-50.678,20150915,165653,61013
FRF,640,1116,36.18675875,-75.73783568,902983.776,275144.13,1329.587,634.008,-11.857,-50.717,20150915,165652,61012
FRF,640,1116,36.18677343,-75.73778047,902988.686,275145.921,1334.813,634.009,-11.889,-50.767,20150915,165650,61010
FRF,640,1116,36.18677893,-75.73775216,902991.211,275146.615,1337.423,633.797,-11.92,-50.76,20150915,165649,61009
FRF,640,1116,36.18679051,-75.73769772,902996.063,275148.06,1342.477,633.493,-11.95,-50.841,20150915,165647,61007
FRF,640,1116,36.18679755,-75.73767212,902998.339,275148.917,1344.909,633.519,-11.978,-50.833,20150915,165646,61006
FRF,640,1116,36.18681616,-75.73759402,903005.293,275151.212,1352.228,633.294,-12.017,-50.869,20150915,165643,61003
FRF,640,1116,36.18682307,-75.73756677,903007.717,275152.059,1354.796,633.259,-12.037,-50.905,20150915,165642,61002
FRF,640,1116,36.18683917,-75.73751421,903012.384,275154,1359.845,633.485,-12.06,-50.958,20150915,165640,61000
FRF,640,1116,36.18684844,-75.73748985,903014.54,275155.099,1362.247,633.779,-12.078,-50.941,20150915,165639,60999
FRF,640,1116,36.18686974,-75.7374404,903018.908,275157.607,1367.21,634.64,-12.098,-50.946,20150915,165637,60997
FRF,640,1116,36.18688252,-75.7374157,903021.082,275159.098,1369.763,635.296,-12.107,-50.962,20150915,165636,60996
FRF,640,1116,36.18689676,-75.73739282,903023.087,275160.745,1372.211,636.157,-12.136,-51.001,20150915,165635,60995
FRF,640,1116,36.18692681,-75.73735131,903026.71,275164.2,1376.798,638.162,-12.154,-51.005,20150915,165633,60993
FRF,640,1116,36.18694375,-75.7373343,903028.177,275166.129,1378.837,639.472,-12.18,-51.085,20150915,165632,60992
FRF,640,1116,36.1869616,-75.73731813,903029.566,275168.156,1380.836,640.901,-12.191,-51.038,20150915,165631,60991
FRF,640,1116,36.18700322,-75.73729014,903031.93,275172.855,1384.666,644.507,-12.208,-51.091,20150915,165629,60989
FRF,594,1116,36.18288432,-75.75096408,901817.565,274675.721,73.484,593.27,3.317,-35.551,20150915,172906,62946
FRF,594,1116,36.18288971,-75.75095137,901818.688,274676.356,74.756,593.482,3.095,-35.773,20150915,172905,62945
FRF,594,1116,36.1829001,-75.75093028,901820.546,274677.57,76.917,593.986,2.932,-35.936,20150915,172904,62944
FRF,594,1116,36.18291173,-75.75090355,901822.907,274678.939,79.605,594.464,2.788,-36.08,20150915,172903,62943
FRF,594,1116,36.18292221,-75.75087933,901825.047,274680.173,82.038,594.89,2.128,-36.74,20150915,172902,62942
FRF,594,1116,36.18293451,-75.75085118,901827.534,274681.619,84.869,595.397,1.783,-37.085,20150915,172901,62941
FRF,594,1116,36.18294666,-75.75082246,901830.072,274683.051,87.744,595.874,1.585,-37.283,20150915,172900,62940
FRF,594,1116,36.18295792,-75.75079425,901832.567,274684.383,90.545,596.271,1.447,-37.421,20150915,172859,62939
FRF,594,1116,36.18296918,-75.7507654,901835.119,274685.717,93.399,596.65,1.232,-37.636,20150915,172858,62938
FRF,594,1116,36.18298227,-75.75072969,901838.282,274687.273,96.904,597.029,1.038,-37.83,20150915,172857,62937
FRF,594,1116,36.18299404,-75.75069576,901841.29,274688.679,100.211,597.32,0.741,-38.127,20150915,172856,62936
FRF,594,1116,36.18300335,-75.75066595,901843.937,274689.799,103.082,597.466,0.443,-38.425,20150915,172855,62935
FRF,594,1116,36.18301061,-75.75063916,901846.319,274690.683,105.623,597.481,0.241,-38.627,20150915,172854,62934
FRF,594,1116,36.18301569,-75.75061416,901848.549,274691.32,107.936,597.316,-0.017,-38.885,20150915,172853,62933
FRF,594,1116,36.18301791,-75.75058845,901850.852,274691.643,110.21,596.83,-0.113,-38.981,20150915,172852,62932
FRF,594,1116,36.18301989,-75.75056886,901852.606,274691.919,111.953,596.489,-0.325,-39.193,20150915,172851,62931
FRF,594,1116,36.1830208,-75.75055265,901854.06,274692.068,113.37,596.131,-0.509,-39.377,20150915,172850,62930
FRF,594,1116,36.18302111,-75.75053162,901855.949,274692.164,115.178,595.575,-0.805,-39.673,20150915,172849,62929
FRF,594,1116,36.18302369,-75.7505034,901858.477,274692.534,117.679,595.057,-0.867,-39.735,20150915,172848,62928
FRF,594,1116,36.18302578,-75.75047868,901860.692,274692.838,119.865,594.584,-0.93,-39.798,20150915,172847,62927
FRF,594,1116,36.18302783,-75.75045715,901862.621,274693.128,121.776,594.196,-1.039,-39.907,20150915,172846,62926
FRF,594,1116,36.18302957,-75.75043508,901864.599,274693.386,123.723,593.761,-1.152,-40.02,20150915,172845,62925
FRF,594,1116,36.18303107,-75.750413,901866.578,274693.618,125.662,593.301,-1.213,-40.081,20150915,172844,62924
FRF,594,1116,36.18303185,-75.75039119,901868.536,274693.769,127.553,592.772,-1.257,-40.125,20150915,172843,62923
FRF,594,1116,36.18303479,-75.75037073,901870.365,274694.155,129.404,592.509,-1.253,-40.121,20150915,172842,62922
FRF,594,1116,36.18303703,-75.75035462,901871.805,274694.45,130.858,592.293,-1.261,-40.129,20150915,172841,62921
FRF,594,1116,36.18303947,-75.75034104,901873.018,274694.761,132.104,592.169,-1.235,-40.103,20150915,172840,62920
FRF,594,1116,36.18304297,-75.75031467,901875.376,274695.227,134.479,591.8,-1.458,-40.11,20150915,172838,62918
FRF,594,1116,36.18304643,-75.75030016,901876.667,274695.654,135.838,591.759,-1.555,-40.002,20150915,172837,62917
FRF,594,1116,36.18305743,-75.75026399,901879.879,274696.98,139.31,591.905,-1.687,-40.051,20150915,172835,62915
FRF,594,1116,36.18306277,-75.75024267,901881.777,274697.636,141.318,591.871,-1.77,-40.111,20150915,172834,62914
FRF,594,1116,36.18307211,-75.75020175,901885.422,274698.791,145.138,591.708,-1.851,-40.35,20150915,172832,62912
FRF,594,1116,36.18307705,-75.75018439,901886.965,274699.39,146.793,591.743,-1.917,-40.329,20150915,172831,62911
FRF,594,1116,36.18308009,-75.75016806,901888.422,274699.776,148.294,591.606,-1.981,-40.323,20150915,172830,62910
FRF,594,1116,36.18308384,-75.75015338,901889.728,274700.235,149.678,591.59,-2.024,-40.34,20150915,172829,62909
FRF,594,1116,36.18308952,-75.75012668,901892.108,274700.943,152.157,591.441,-2.077,-40.283,20150915,172827,62907
FRF,594,1116,36.1830933,-75.75011447,901893.192,274701.398,153.331,591.497,-2.128,-40.186,20150915,172826,62906
FRF,594,1116,36.18310659,-75.75006914,901897.219,274703.006,157.665,591.629,-2.189,-40.092,20150915,172823,62903
FRF,594,1116,36.18311137,-75.7500518,901898.761,274703.587,159.313,591.647,-2.24,-40.139,20150915,172822,62902
FRF,594,1116,36.18312096,-75.75001785,901901.779,274704.75,162.547,591.706,-2.291,-40.19,20150915,172820,62900
FRF,594,1116,36.18312537,-75.75000132,901903.248,274705.289,164.111,591.709,-2.324,-40.135,20150915,172819,62899
FRF,594,1116,36.18312935,-75.74998558,901904.649,274705.776,165.594,591.687,-2.368,-40.174,20150915,172818,62898
FRF,594,1116,36.18313425,-75.74997109,901905.934,274706.362,167.002,591.798,-2.403,-40.245,20150915,172817,62897
FRF,594,1116,36.18314088,-75.74994233,901908.496,274707.182,169.69,591.691,-2.429,-40.17,20150915,172815,62895
FRF,594,1116,36.18314466,-75.74993022,901909.571,274707.637,170.856,591.75,-2.454,-40.156,20150915,172814,62894
FRF,594,1116,36.1831516,-75.74990223,901912.062,274708.49,173.489,591.698,-2.487,-40.151,20150915,172812,62892
FRF,594,1116,36.18315689,-75.74988502,901913.59,274709.126,175.142,591.773,-2.506,-40.091,20150915,172811,62891
FRF,594,1116,36.18316919,-75.74984192,901917.421,274710.618,179.252,591.863,-2.527,-40.184,20150915,172809,62889
FRF,594,1116,36.18318438,-75.74979289,901921.774,274712.446,183.968,592.09,-2.551,-40.215,20150915,172807,62887
FRF,594,1116,36.18319263,-75.74976752,901924.025,274713.436,186.422,592.249,-2.57,-40.21,20150915,172806,62886
FRF,594,1116,36.18320088,-75.74974201,901926.288,274714.426,188.887,592.404,-2.58,-40.295,20150915,172805,62885
FRF,594,1116,36.1832153,-75.74969204,901930.728,274716.173,193.657,592.525,-2.587,-40.34,20150915,172803,62883
FRF,594,1116,36.1832304,-75.74964719,901934.706,274717.979,198.013,592.86,-2.586,-40.294,20150915,172801,62881
FRF,594,1116,36.18323786,-75.74962524,901936.652,274718.871,200.147,593.031,-2.575,-40.29,20150915,172800,62880
FRF,594,1116,36.1832452,-75.74960318,901938.609,274719.75,202.286,593.187,-2.556,-40.247,20150915,172759,62879
FRF,594,1116,36.18325981,-75.74955863,901942.561,274721.502,206.599,593.48,-2.521,-40.292,20150915,172757,62877
FRF,594,1116,36.18326619,-75.74953635,901944.541,274722.275,208.724,593.528,-2.489,-40.3,20150915,172756,62876
FRF,594,1116,36.18327981,-75.74949343,901948.35,274723.912,212.864,593.762,-2.445,-40.199,20150915,172754,62874
FRF,594,1116,36.18329399,-75.74944815,901952.37,274725.618,217.225,593.988,-2.412,-40.101,20150915,172752,62872
FRF,594,1116,36.18330798,-75.74939747,901956.876,274727.318,222.041,594.042,-2.393,-40.079,20150915,172750,62870
FRF,594,1116,36.18331478,-75.74937029,901959.295,274728.153,224.599,593.998,-2.387,-40.106,20150915,172749,62869
FRF,594,1116,36.18332187,-75.74934275,901961.745,274729.02,227.198,593.974,-2.406,-40.16,20150915,172748,62868
FRF,594,1116,36.18332883,-75.74931445,901964.264,274729.875,229.858,593.915,-2.442,-40.143,20150915,172747,62867
FRF,594,1116,36.18334158,-75.749258,901969.293,274731.456,235.124,593.678,-2.518,-40.269,20150915,172745,62865
FRF,594,1116,36.18334814,-75.74923084,901971.711,274732.263,237.672,593.608,-2.539,-40.26,20150915,172744,62864
FRF,594,1116,36.18336619,-75.74915213,901978.722,274734.497,245.024,593.306,-2.701,-40.28,20150915,172741,62861
FRF,594,1116,36.18337214,-75.7491266,901980.995,274735.232,247.411,593.219,-2.778,-40.253,20150915,172740,62860
FRF,594,1116,36.18337859,-75.74910095,901983.279,274736.023,249.828,593.18,-2.878,-40.218,20150915,172739,62859
FRF,594,1116,36.18338423,-75.74907479,901985.609,274736.726,252.258,593.042,-2.925,-40.262,20150915,172738,62858
FRF,594,1116,36.1833962,-75.74902325,901990.2,274738.205,257.078,592.86,-3.004,-40.323,20150915,172736,62856
FRF,594,1116,36.18340257,-75.74899841,901992.41,274738.984,259.421,592.835,-3.082,-40.223,20150915,172735,62855
FRF,594,1116,36.18341507,-75.7489491,901996.798,274740.516,264.068,592.772,-3.184,-40.24,20150915,172733,62853
FRF,594,1116,36.1834212,-75.74892423,901999.012,274741.269,266.406,592.721,-3.276,-40.27,20150915,172732,62852
FRF,594,1116,36.18343437,-75.74887278,902003.59,274742.881,271.26,592.668,-3.407,-40.079,20150915,172730,62850
FRF,594,1116,36.18344186,-75.74884589,902005.98,274743.791,273.817,592.704,-3.524,-40.07,20150915,172729,62849
FRF,594,1116,36.18345959,-75.74878843,902011.081,274745.926,279.34,592.964,-3.682,-40.085,20150915,172727,62847
FRF,594,1116,36.18346884,-75.74875861,902013.729,274747.04,282.21,593.103,-3.777,-40.094,20150915,172726,62846
FRF,594,1116,36.18349574,-75.74867326,902021.305,274750.275,290.436,593.549,-3.929,-40.285,20150915,172723,62843
FRF,594,1116,36.18350401,-75.74864754,902023.587,274751.268,292.92,593.7,-4.023,-40.363,20150915,172722,62842
FRF,594,1116,36.18351184,-75.74862322,902025.746,274752.208,295.27,593.844,-4.122,-40.393,20150915,172721,62841
FRF,594,1116,36.18351951,-75.74859948,902027.851,274753.128,297.563,593.987,-4.181,-40.338,20150915,172720,62840
FRF,594,1116,36.1835355,-75.74855212,902032.052,274755.041,302.165,594.346,-4.257,-40.393,20150915,172718,62838
FRF,594,1116,36.18354267,-75.74852786,902034.207,274755.908,304.487,594.423,-4.328,-40.377,20150915,172717,62837
FRF,594,1116,36.1835687,-75.748456,902040.572,274759.007,311.528,595.155,-4.407,-43.299,20150915,172714,62834
FRF,594,1116,36.18357783,-75.74843026,902042.854,274760.095,314.045,595.396,-4.469,-43.358,20150915,172713,62833
FRF,594,1116,36.18358744,-75.74840301,902045.269,274761.241,316.706,595.645,-4.557,-43.416,20150915,172712,62832
FRF,594,1116,36.18359697,-75.7483746,902047.788,274762.381,319.463,595.854,-4.622,-43.452,20150915,172711,62831
FRF,594,1116,36.18362565,-75.74828584,902055.664,274765.824,328.042,596.392,-4.731,-43.599,20150915,172708,62828
FRF,594,1116,36.18363463,-75.74825735,902058.193,274766.903,330.787,596.539,-4.759,-43.627,20150915,172707,62827
FRF,594,1116,36.18365189,-75.7482029,902063.025,274768.978,336.038,596.834,-4.803,-43.688,20150915,172705,62825
FRF,594,1116,36.18366054,-75.74817669,902065.351,274770.015,338.578,597.012,-4.833,-43.693,20150915,172704,62824
FRF,594,1116,36.18366892,-75.74815092,902067.637,274771.02,341.07,597.174,-4.854,-43.748,20150915,172703,62823
FRF,594,1116,36.18368697,-75.74810129,902072.033,274773.168,345.936,597.686,-4.863,-43.749,20150915,172701,62821
FRF,594,1116,36.18369579,-75.74807676,902074.207,274774.218,348.338,597.928,-4.875,-43.73,20150915,172700,62820
FRF,594,1116,36.18370491,-75.74805207,902076.393,274775.303,350.764,598.199,-4.869,-43.736,20150915,172659,62819
FRF,594,1116,36.18372378,-75.74800273,902080.761,274777.54,355.633,598.805,-4.851,-43.749,20150915,172657,62817
FRF,594,1116,36.18374113,-75.74795208,902085.252,274779.614,360.563,599.216,-4.833,-43.719,20150915,172655,62815
FRF,594,1116,36.18374907,-75.74792673,902087.502,274780.569,363.004,599.343,-4.816,-43.659,20150915,172654,62814
FRF,594,1116,36.18375643,-75.74790156,902089.738,274781.46,365.41,599.414,-4.799,-43.641,20150915,172653,62813
FRF,594,1116,36.1837803,-75.74782474,902096.558,274784.334,372.802,599.779,-4.777,-43.649,20150915,172650,62810
FRF,594,1116,36.18378884,-75.7477987,902098.868,274785.357,375.323,599.949,-4.764,-43.669,20150915,172649,62809
FRF,594,1116,36.18379769,-75.74777227,902101.212,274786.417,377.888,600.143,-4.747,-43.606,20150915,172648,62808
FRF,594,1116,36.18380686,-75.74774617,902103.526,274787.51,380.436,600.377,-4.733,-43.596,20150915,172647,62807
FRF,594,1116,36.18382431,-75.7476924,902108.296,274789.604,385.635,600.711,-4.701,-43.555,20150915,172645,62805
FRF,594,1116,36.183841,-75.74763789,902113.136,274791.616,390.871,600.944,-4.679,-43.577,20150915,172643,62803
FRF,594,1116,36.1838485,-75.74761074,902115.55,274792.528,393.452,600.974,-4.66,-43.508,20150915,172642,62802
FRF,594,1116,36.18385618,-75.74758381,902117.943,274793.458,396.018,601.029,-4.65,-43.498,20150915,172641,62801
FRF,594,1116,36.18386776,-75.74753135,902122.617,274794.897,400.903,600.78,-4.63,-43.496,20150915,172639,62799
FRF,594,1116,36.18387341,-75.74750603,902124.873,274795.599,403.263,600.667,-4.624,-43.509,20150915,172638,62798
FRF,594,1116,36.18388226,-75.74745546,902129.388,274796.729,407.892,600.183,-4.617,-43.474,20150915,172636,62796
FRF,594,1116,36.18388933,-75.74740379,902134.008,274797.666,412.553,599.481,-4.61,-43.476,20150915,172634,62794
