Local(a4),Profile(a20),SurveyNumber,Lat,Lon,Easting,Northing,OffLine,Depth1,Depth2,Date,Time(hhmmss),time(sec after midnight),Feature(a20)
FRF,1097,1116,36.18719468,-75.75277434,901639.167,275148.428,67.743,1098.487,2.791,-36.074,20150915,153948,56388
FRF,1097,1116,36.18721118,-75.75276493,901639.953,275150.286,69.117,1099.964,2.713,-36.152,20150915,153949,56389
FRF,1097,1116,36.18722369,-75.75275064,901641.193,275151.715,70.772,1100.882,2.554,-36.311,20150915,153950,56390
FRF,1097,1116,36.18723456,-75.7527385,901642.244,275152.956,72.184,1101.688,2.069,-36.796,20150915,153951,56391
FRF,1097,1116,36.18724339,-75.75272619,901643.319,275153.971,73.542,1102.273,1.901,-36.964,20150915,153952,56392
FRF,1097,1116,36.18724793,-75.75271229,901644.552,275154.516,74.887,1102.363,1.864,-37.001,20150915,153953,56393
FRF,1097,1116,36.18725402,-75.75270351,901645.319,275155.217,75.847,1102.759,1.736,-37.129,20150915,153954,56394
FRF,1097,1116,36.18726033,-75.7526928,901646.259,275155.948,76.981,1103.124,1.617,-37.248,20150915,153955,56395
FRF,1097,1116,36.18726688,-75.75267691,901647.664,275156.722,78.566,1103.37,1.466,-37.399,20150915,153956,56396
FRF,1097,1116,36.18727286,-75.75265809,901649.334,275157.441,80.381,1103.474,1.344,-37.521,20150915,153957,56397
FRF,1097,1116,36.1872776,-75.75263405,901651.478,275158.036,82.599,1103.299,1.225,-37.64,20150915,153958,56398
FRF,1097,1116,36.1872807,-75.75260698,901653.9,275158.461,85.021,1102.869,1.009,-37.856,20150915,153959,56399
FRF,1097,1116,36.18728385,-75.75257975,901656.337,275158.889,87.457,1102.436,0.706,-38.159,20150915,154000,56400
FRF,1097,1116,36.18728647,-75.75255436,901658.61,275159.255,89.718,1102.002,0.464,-38.401,20150915,154001,56401
FRF,1097,1116,36.1872892,-75.7525307,901660.727,275159.627,91.834,1101.626,0.254,-38.611,20150915,154002,56402
FRF,1097,1116,36.18729169,-75.75251305,901662.306,275159.956,93.43,1101.395,0.123,-38.742,20150915,154003,56403
FRF,1097,1116,36.18729395,-75.75249597,901663.833,275160.257,94.968,1101.155,0.004,-38.861,20150915,154004,56404
FRF,1097,1116,36.18729631,-75.75247839,901665.405,275160.569,96.552,1100.909,-0.118,-38.983,20150915,154005,56405
FRF,1097,1116,36.18729888,-75.75245964,901667.081,275160.91,98.243,1100.656,-0.221,-39.086,20150915,154006,56406
FRF,1097,1116,36.18730174,-75.75243795,901669.021,275161.291,100.196,1100.349,-0.467,-39.332,20150915,154007,56407
FRF,1097,1116,36.18730388,-75.75241704,901670.893,275161.59,102.058,1099.989,-0.833,-39.698,20150915,154008,56408
FRF,1097,1116,36.18730685,-75.75238568,901673.702,275162.011,104.841,1099.423,-1.053,-39.818,20150915,154010,56410
FRF,1097,1116,36.18730899,-75.7523612,901675.894,275162.321,107.007,1098.964,-1.269,-39.886,20150915,154011,56411
FRF,1097,1116,36.1873127,-75.75230764,901680.696,275162.89,111.713,1097.854,-1.488,-39.601,20150915,154013,56413
FRF,1097,1116,36.18731554,-75.7522783,901683.323,275163.291,114.319,1097.331,-1.684,-39.875,20150915,154014,56414
FRF,1097,1116,36.18731764,-75.7522288,901687.766,275163.67,118.623,1096.166,-1.882,-39.83,20150915,154016,56416
FRF,1097,1116,36.18731888,-75.75220397,901689.994,275163.88,120.788,1095.6,-2.023,-39.935,20150915,154017,56417
FRF,1097,1116,36.18732057,-75.75215724,901694.189,275164.205,124.841,1094.469,-2.147,-39.586,20150915,154019,56419
FRF,1097,1116,36.18732313,-75.75213272,901696.384,275164.561,127.025,1094.052,-2.236,-39.871,20150915,154020,56420
FRF,1097,1116,36.18732557,-75.75210837,901698.564,275164.904,129.191,1093.628,-2.316,-39.771,20150915,154021,56421
FRF,1097,1116,36.18733538,-75.75205541,901703.289,275166.147,134.056,1093.177,-2.358,-39.839,20150915,154023,56423
FRF,1097,1116,36.18734743,-75.75200741,901707.561,275167.625,138.575,1093.103,-2.398,-39.587,20150915,154025,56425
FRF,1097,1116,36.18735283,-75.75198269,901709.764,275168.297,140.875,1092.98,-2.419,-39.849,20150915,154026,56426
FRF,1097,1116,36.18736353,-75.75193423,901714.082,275169.626,145.387,1092.75,-2.418,-39.763,20150915,154028,56428
FRF,1097,1116,36.18736794,-75.75190884,901716.349,275170.189,147.71,1092.503,-2.407,-39.735,20150915,154029,56429
FRF,1097,1116,36.18737713,-75.75186027,901720.682,275171.352,152.179,1092.112,-2.405,-39.625,20150915,154031,56431
FRF,1097,1116,36.18738159,-75.7518346,901722.974,275171.922,154.528,1091.862,-2.394,-39.87,20150915,154032,56432
FRF,1097,1116,36.18739078,-75.75178052,901727.802,275173.1,159.467,1091.316,-2.396,-39.857,20150915,154034,56434
FRF,1097,1116,36.18739713,-75.75175286,901730.265,275173.886,162.051,1091.211,-2.413,-39.962,20150915,154035,56435
FRF,1097,1116,36.18740481,-75.75172946,901732.342,275174.806,164.317,1091.364,-2.429,-39.546,20150915,154036,56436
FRF,1097,1116,36.18742413,-75.75168672,901736.114,275177.075,168.638,1092.204,-2.446,-39.929,20150915,154038,56438
FRF,1097,1116,36.18743466,-75.75166818,901737.742,275178.298,170.586,1092.796,-2.471,-39.765,20150915,154039,56439
FRF,1097,1116,36.18745847,-75.75162478,901741.558,275181.065,175.119,1094.089,-2.488,-40.009,20150915,154041,56441
FRF,1097,1116,36.18747021,-75.75160621,901743.184,275182.422,177.112,1094.807,-2.495,-39.628,20150915,154042,56442
FRF,1097,1116,36.1874933,-75.75156918,901746.429,275185.093,181.075,1096.205,-2.496,-39.879,20150915,154044,56444
FRF,1097,1116,36.18750956,-75.75152676,901750.184,275187.021,185.263,1096.731,-2.506,-39.812,20150915,154046,56446
FRF,1097,1116,36.18751608,-75.75150178,901752.406,275187.817,187.624,1096.718,-2.502,-40.008,20150915,154047,56447
FRF,1097,1116,36.18752534,-75.75144945,901757.077,275188.998,192.417,1096.228,-2.51,-39.808,20150915,154049,56449
FRF,1097,1116,36.18753012,-75.7514233,901759.411,275189.605,194.817,1095.999,-2.537,-39.677,20150915,154050,56450
FRF,1097,1116,36.18754051,-75.75136953,901764.207,275190.916,199.772,1095.588,-2.59,-39.644,20150915,154052,56452
FRF,1097,1116,36.18754833,-75.75134063,901766.777,275191.867,202.513,1095.602,-2.635,-39.913,20150915,154053,56453
FRF,1097,1116,36.18756444,-75.75128162,901772.024,275193.828,208.114,1095.648,-2.71,-39.739,20150915,154055,56455
FRF,1097,1116,36.18757326,-75.7512534,901774.529,275194.889,210.831,1095.787,-2.791,-39.692,20150915,154056,56456
FRF,1097,1116,36.18758863,-75.7511939,901779.822,275196.77,216.448,1095.741,-2.862,-39.95,20150915,154058,56458
FRF,1097,1116,36.18759508,-75.7511636,901782.522,275197.574,219.26,1095.572,-2.91,-39.773,20150915,154059,56459
FRF,1097,1116,36.18761098,-75.75110723,901787.532,275199.503,224.628,1095.669,-2.964,-39.608,20150915,154101,56461
FRF,1097,1116,36.18761963,-75.75108147,901789.818,275200.538,227.13,1095.859,-3.026,-39.553,20150915,154102,56462
FRF,1097,1116,36.18763867,-75.75102793,901794.561,275202.807,232.363,1096.366,-3.075,-39.954,20150915,154104,56464
FRF,1097,1116,36.18764657,-75.75099722,901797.294,275203.774,235.262,1096.339,-3.123,-40.004,20150915,154105,56465
FRF,1097,1116,36.18766057,-75.75093931,901802.449,275205.497,240.695,1096.193,-3.192,-39.389,20150915,154107,56467
FRF,1097,1116,36.18766773,-75.75091062,901805.002,275206.375,243.395,1096.143,-3.263,-39.633,20150915,154108,56468
FRF,1097,1116,36.18767864,-75.75085178,901810.253,275207.759,248.802,1095.645,-3.321,-40.002,20150915,154110,56470
FRF,1097,1116,36.18768319,-75.75081843,901813.234,275208.362,251.809,1095.191,-3.409,-39.972,20150915,154111,56471
FRF,1097,1116,36.18769702,-75.75075959,901818.473,275210.068,257.316,1095,-3.503,-39.447,20150915,154113,56473
FRF,1097,1116,36.18770452,-75.75073064,901821.049,275210.986,260.05,1094.98,-3.595,-39.844,20150915,154114,56474
FRF,1097,1116,36.18772119,-75.75066951,901826.485,275213.014,265.852,1095.024,-3.692,-40.019,20150915,154116,56476
FRF,1097,1116,36.1877295,-75.75063764,901829.319,275214.029,268.862,1095.007,-3.78,-39.853,20150915,154117,56477
FRF,1097,1116,36.18774798,-75.75058181,901834.271,275216.243,274.273,1095.392,-3.865,-42.734,20150915,154119,56479
FRF,1097,1116,36.18775725,-75.75055544,901836.608,275217.349,276.848,1095.631,-3.951,-39.788,20150915,154120,56480
FRF,1097,1116,36.18776675,-75.75052766,901839.071,275218.484,279.55,1095.854,-4.033,-40.048,20150915,154121,56481
FRF,1097,1116,36.18778378,-75.75046635,901844.521,275220.554,285.38,1095.932,-4.109,-42.979,20150915,154123,56483
FRF,1097,1116,36.18780077,-75.75040871,901849.642,275222.608,290.894,1096.108,-4.189,-43.054,20150915,154125,56485
FRF,1097,1116,36.18780983,-75.7503821,901852.001,275223.691,293.482,1096.318,-4.258,-43.112,20150915,154126,56486
FRF,1097,1116,36.18782651,-75.75032487,901857.085,275225.709,298.949,1096.473,-4.34,-43.212,20150915,154128,56488
FRF,1097,1116,36.18783547,-75.75029427,901859.804,275226.793,301.875,1096.561,-4.417,-43.258,20150915,154129,56489
FRF,1097,1116,36.18785313,-75.75023712,901864.878,275228.919,307.37,1096.821,-4.507,-43.385,20150915,154131,56491
FRF,1097,1116,36.18786284,-75.75020839,901867.426,275230.081,310.162,1097.04,-4.582,-43.442,20150915,154132,56492
FRF,1097,1116,36.18788107,-75.75015305,901872.335,275232.266,315.523,1097.412,-4.656,-43.557,20150915,154134,56494
FRF,1097,1116,36.18789058,-75.75012447,901874.869,275233.404,318.293,1097.613,-4.708,-43.587,20150915,154135,56495
FRF,1097,1116,36.18789968,-75.75009678,901877.326,275234.495,320.975,1097.797,-4.752,-43.627,20150915,154136,56496
FRF,1097,1116,36.18791904,-75.75003771,901882.566,275236.816,326.693,1098.183,-4.779,-43.646,20150915,154138,56498
FRF,1097,1116,36.18792839,-75.75000835,901885.171,275237.94,329.526,1098.347,-4.8,-43.664,20150915,154139,56499
FRF,1097,1116,36.18794766,-75.74995037,901890.313,275240.247,335.147,1098.754,-4.816,-43.689,20150915,154141,56501
FRF,1097,1116,36.18796461,-75.74989111,901895.58,275242.301,340.799,1098.88,-4.839,-43.703,20150915,154143,56503
FRF,1097,1116,36.18797377,-75.74986103,901898.251,275243.406,343.687,1099.004,-4.821,-43.696,20150915,154144,56504
FRF,1097,1116,36.1879916,-75.74980331,901903.375,275245.554,349.236,1099.267,-4.826,-43.667,20150915,154146,56506
FRF,1097,1116,36.18799964,-75.74977426,901905.958,275246.531,351.998,1099.301,-4.832,-43.671,20150915,154147,56507
FRF,1097,1116,36.18800764,-75.7497457,901908.496,275247.502,354.715,1099.344,-4.804,-43.712,20150915,154148,56508
FRF,1097,1116,36.18802225,-75.74968642,901913.772,275249.297,360.287,1099.224,-4.783,-43.735,20150915,154150,56510
FRF,1097,1116,36.18803503,-75.749626,901919.158,275250.892,365.893,1098.878,-4.691,-43.555,20150915,154152,56512
FRF,1097,1116,36.18804022,-75.74959623,901921.816,275251.555,368.617,1098.59,-4.733,-43.56,20150915,154153,56513
FRF,1097,1116,36.18805048,-75.74953411,901927.362,275252.877,374.281,1097.933,-4.684,-43.555,20150915,154155,56515
FRF,1097,1116,36.18805503,-75.74950269,901930.171,275253.473,377.124,1097.531,-4.663,-43.579,20150915,154156,56516
FRF,1097,1116,36.18806378,-75.74943973,901935.799,275254.63,382.808,1096.691,-4.648,-43.49,20150915,154158,56518
FRF,1097,1116,36.18806781,-75.74940828,901938.612,275255.169,385.635,1096.234,-4.631,-43.451,20150915,154159,56519
FRF,1097,1116,36.18807581,-75.74934401,901944.361,275256.245,391.405,1095.277,-4.613,-43.484,20150915,154201,56521
FRF,1097,1116,36.18808142,-75.74931298,901947.13,275256.959,394.251,1094.999,-4.619,-43.472,20150915,154202,56522
FRF,1097,1116,36.18809398,-75.74925459,901952.334,275258.524,399.677,1094.688,-4.643,-43.489,20150915,154204,56524
FRF,1097,1116,36.18809819,-75.74922524,901954.958,275259.078,402.332,1094.31,-4.674,-43.518,20150915,154205,56525
FRF,1097,1116,36.18811172,-75.74916852,901960.007,275260.745,407.646,1094.147,-4.7,-43.573,20150915,154207,56527
FRF,1097,1116,36.18811791,-75.74913789,901962.738,275261.522,410.478,1093.942,-4.725,-43.637,20150915,154208,56528
FRF,1097,1116,36.1881307,-75.74907545,901968.305,275263.124,416.257,1093.541,-4.765,-43.604,20150915,154210,56530
FRF,1097,1116,36.18813803,-75.74904535,901970.984,275264.025,419.083,1093.47,-4.795,-43.613,20150915,154211,56531
FRF,1097,1116,36.18815567,-75.74898902,901975.985,275266.148,424.509,1093.752,-4.779,-43.717,20150915,154213,56533
FRF,1097,1116,36.18816612,-75.74895981,901978.573,275267.393,427.366,1094.035,-4.77,-43.725,20150915,154214,56534
FRF,1097,1116,36.18818764,-75.74890362,901983.546,275269.945,432.913,1094.73,-4.765,-43.556,20150915,154216,56536
FRF,1097,1116,36.18819932,-75.74887605,901985.983,275271.321,435.674,1095.188,-4.741,-43.56,20150915,154217,56537
FRF,1097,1116,36.18822063,-75.74881772,901991.149,275273.856,441.395,1095.801,-4.732,-43.588,20150915,154219,56539
FRF,1097,1116,36.18823074,-75.74878807,901993.778,275275.065,444.279,1096.037,-4.763,-43.596,20150915,154220,56540
FRF,1097,1116,36.18824878,-75.74873017,901998.917,275277.236,449.851,1096.317,-4.791,-43.677,20150915,154222,56542
FRF,1097,1116,36.18825689,-75.74870043,902001.562,275278.223,452.674,1096.338,-4.814,-43.713,20150915,154223,56543
FRF,1097,1116,36.18826458,-75.7486724,902004.054,275279.159,455.336,1096.364,-4.865,-43.701,20150915,154224,56544
FRF,1097,1116,36.18827149,-75.74864272,902006.697,275280.013,458.112,1096.262,-4.904,-43.703,20150915,154225,56545
FRF,1097,1116,36.18829497,-75.7485569,902014.327,275282.87,466.259,1096.333,-4.986,-43.85,20150915,154228,56548
FRF,1097,1116,36.18830301,-75.74852846,902016.855,275283.845,468.968,1096.384,-5.011,-43.875,20150915,154229,56549
FRF,1097,1116,36.18832031,-75.74847143,902021.918,275285.931,474.439,1096.61,-5.098,-44.065,20150915,154231,56551
FRF,1097,1116,36.18832961,-75.74844199,902024.532,275287.05,477.278,1096.766,-5.134,-44.001,20150915,154232,56552
FRF,1097,1116,36.1883388,-75.74841287,902027.116,275288.154,480.084,1096.918,-5.172,-44.021,20150915,154233,56553
FRF,1097,1116,36.18834772,-75.7483831,902029.76,275289.231,482.937,1097.025,-5.19,-44.029,20150915,154234,56554
FRF,1097,1116,36.18836684,-75.74832498,902034.916,275291.523,488.566,1097.413,-5.201,-44.065,20150915,154236,56556
FRF,1097,1116,36.18838643,-75.74826948,902039.834,275293.86,493.987,1097.924,-5.292,-44.156,20150915,154238,56558
FRF,1097,1116,36.18840546,-75.74820997,902045.115,275296.145,499.731,1098.263,-5.295,-44.159,20150915,154240,56560
FRF,1097,1116,36.18841546,-75.74817919,902047.846,275297.345,502.708,1098.455,-5.376,-44.242,20150915,154241,56561
FRF,1097,1116,36.18843599,-75.74812109,902052.994,275299.793,508.383,1098.992,-5.434,-44.295,20150915,154243,56563
FRF,1097,1116,36.1884451,-75.74809204,902055.573,275300.889,511.181,1099.139,-5.494,-44.346,20150915,154244,56564
FRF,1097,1116,36.18846497,-75.74803216,902060.883,275303.269,516.985,1099.557,-5.552,-44.45,20150915,154246,56566
FRF,1097,1116,36.18847502,-75.74800182,902063.575,275304.472,519.927,1099.765,-5.608,-44.458,20150915,154247,56567
FRF,1097,1116,36.18849428,-75.74794705,902068.429,275306.77,525.274,1100.262,-5.671,-44.533,20150915,154249,56569
FRF,1097,1116,36.188505,-75.74791964,902070.854,275308.04,527.987,1100.625,-5.718,-44.574,20150915,154250,56570
FRF,1097,1116,36.18852259,-75.74786112,902076.051,275310.162,533.597,1100.839,-5.776,-44.661,20150915,154252,56572
FRF,1097,1116,36.18853168,-75.74783061,902078.761,275311.261,536.519,1100.943,-5.833,-44.68,20150915,154253,56573
FRF,1097,1116,36.1885469,-75.74777068,902084.094,275313.125,542.168,1100.868,-5.889,-44.75,20150915,154255,56575
FRF,1097,1116,36.18855102,-75.74774023,902086.816,275313.672,544.913,1100.45,-5.936,-44.815,20150915,154256,56576
FRF,1097,1116,36.18856065,-75.74767904,902092.282,275314.92,550.476,1099.751,-5.992,-44.852,20150915,154258,56578
FRF,1097,1116,36.18856526,-75.74764684,902095.16,275315.526,553.387,1099.335,-6.043,-44.896,20150915,154259,56579
FRF,1097,1116,36.18857402,-75.74758319,902100.851,275316.686,559.131,1098.476,-6.094,-44.963,20150915,154301,56581
FRF,1097,1116,36.18857913,-75.74755258,902103.584,275317.343,561.924,1098.157,-6.149,-45.004,20150915,154302,56582
FRF,1097,1116,36.1885896,-75.74749048,902109.128,275318.686,567.593,1097.521,-6.203,-45.068,20150915,154304,56584
FRF,1097,1116,36.18859285,-75.74745847,902111.994,275319.141,570.441,1096.967,-6.25,-45.13,20150915,154305,56585
FRF,1097,1116,36.18860079,-75.74739401,902117.76,275320.212,576.225,1095.998,-6.307,-45.166,20150915,154307,56587
FRF,1097,1116,36.18860384,-75.74736169,902120.655,275320.646,579.094,1095.415,-6.352,-45.199,20150915,154308,56588
FRF,1097,1116,36.1886106,-75.74729847,902126.314,275321.582,584.731,1094.356,-6.395,-45.289,20150915,154310,56590
FRF,1097,1116,36.18861461,-75.74726708,902129.121,275322.118,587.552,1093.899,-6.441,-45.292,20150915,154311,56591
FRF,1097,1116,36.18862182,-75.7472041,902134.757,275323.104,593.185,1092.895,-6.492,-45.343,20150915,154313,56593
FRF,1097,1116,36.18862716,-75.74717318,902137.518,275323.787,596.013,1092.591,-6.526,-45.399,20150915,154314,56594
FRF,1097,1116,36.18863872,-75.74711282,902142.902,275325.247,601.572,1092.12,-6.586,-45.45,20150915,154316,56596
FRF,1097,1116,36.18864583,-75.74708317,902145.541,275326.123,604.351,1092.039,-6.629,-45.46,20150915,154317,56597
FRF,1097,1116,36.18865832,-75.74702163,902151.028,275327.69,610.043,1091.632,-6.678,-45.593,20150915,154319,56599
FRF,1097,1116,36.18866579,-75.74699063,902153.788,275328.609,612.951,1091.551,-6.73,-45.556,20150915,154320,56600
FRF,1097,1116,36.18868646,-75.74693485,902158.728,275331.066,618.433,1092.167,-6.78,-45.645,20150915,154322,56602
FRF,1097,1116,36.18869706,-75.74690719,902161.176,275332.323,621.164,1092.51,-6.809,-45.71,20150915,154323,56603
FRF,1097,1116,36.18872012,-75.74685485,902165.798,275335.035,626.435,1093.475,-6.863,-45.709,20150915,154325,56605
FRF,1097,1116,36.18872996,-75.74682594,902168.361,275336.211,629.246,1093.703,-6.894,-45.74,20150915,154326,56606
FRF,1097,1116,36.1887486,-75.74676961,902173.357,275338.445,634.705,1094.091,-6.935,-45.827,20150915,154328,56608
FRF,1097,1116,36.18875741,-75.74674109,902175.889,275339.506,637.447,1094.221,-6.972,-45.799,20150915,154329,56609
FRF,1097,1116,36.1887753,-75.74668284,902181.06,275341.661,643.043,1094.474,-7.018,-45.917,20150915,154331,56611
FRF,1097,1116,36.18878456,-75.7466541,902183.611,275342.773,645.821,1094.646,-7.047,-45.892,20150915,154332,56612
FRF,1097,1116,36.18880321,-75.74659499,902188.856,275345.016,651.517,1094.957,-7.096,-45.968,20150915,154334,56614
FRF,1097,1116,36.18881177,-75.74656602,902191.43,275346.051,654.29,1095.048,-7.126,-45.975,20150915,154335,56615
FRF,1097,1116,36.18882993,-75.74650804,902196.576,275348.235,659.872,1095.338,-7.171,-46.044,20150915,154337,56617
FRF,1097,1116,36.18883902,-75.74647848,902199.201,275349.331,662.714,1095.469,-7.21,-46.066,20150915,154338,56618
FRF,1097,1116,36.18885565,-75.746416,902204.757,275351.359,668.629,1095.472,-7.258,-46.114,20150915,154340,56620
FRF,1097,1116,36.18886521,-75.74638424,902207.578,275352.513,671.674,1095.59,-7.302,-46.165,20150915,154341,56621
FRF,1097,1116,36.1888822,-75.74632482,902212.858,275354.573,677.34,1095.717,-7.348,-46.213,20150915,154343,56623
FRF,1097,1116,36.18889008,-75.74629646,902215.379,275355.53,680.037,1095.753,-7.382,-46.265,20150915,154344,56624
FRF,1097,1116,36.1889068,-75.74623656,902220.704,275357.561,685.735,1095.838,-7.416,-46.297,20150915,154346,56626
FRF,1097,1116,36.18891481,-75.74620397,902223.604,275358.545,688.797,1095.769,-7.443,-46.286,20150915,154347,56627
FRF,1097,1116,36.18893148,-75.74614325,902229.003,275360.573,694.564,1095.826,-7.474,-46.335,20150915,154349,56629
FRF,1097,1116,36.1889403,-75.74611534,902231.48,275361.634,697.255,1095.974,-7.517,-46.344,20150915,154350,56630
FRF,1097,1116,36.18894877,-75.74608601,902234.085,275362.659,700.053,1096.045,-7.558,-46.42,20150915,154351,56631
FRF,1097,1116,36.18896684,-75.74602805,902239.23,275364.835,705.632,1096.328,-7.59,-46.515,20150915,154353,56633
FRF,1097,1116,36.18898711,-75.74597061,902244.32,275367.252,711.242,1096.856,-7.625,-46.488,20150915,154355,56635
FRF,1097,1116,36.18899736,-75.7459415,902246.9,275368.474,714.084,1097.12,-7.655,-46.498,20150915,154356,56636
FRF,1097,1116,36.18901807,-75.74588564,902251.846,275370.936,719.575,1097.74,-7.674,-46.541,20150915,154358,56638
FRF,1097,1116,36.18902738,-75.74585735,902254.356,275372.051,722.315,1097.928,-7.697,-46.55,20150915,154359,56639
FRF,1097,1116,36.18904462,-75.74579774,902259.652,275374.139,728.005,1098.076,-7.725,-46.609,20150915,154401,56641
FRF,1097,1116,36.18905232,-75.74576803,902262.295,275375.08,730.811,1098.055,-7.75,-46.601,20150915,154402,56642
FRF,1097,1116,36.18906061,-75.74573818,902264.948,275376.088,733.649,1098.094,-7.79,-46.637,20150915,154403,56643
FRF,1097,1116,36.18907517,-75.74568098,902270.038,275377.871,739.041,1098.026,-7.818,-46.664,20150915,154405,56645
FRF,1097,1116,36.1890873,-75.74561889,902275.576,275379.4,744.768,1097.566,-7.851,-46.751,20150915,154407,56647
FRF,1097,1116,36.18909237,-75.74558778,902278.354,275380.054,747.602,1097.229,-7.881,-46.747,20150915,154408,56648
FRF,1097,1116,36.18909908,-75.74555488,902281.288,275380.894,750.646,1097.014,-7.912,-46.765,20150915,154409,56649
FRF,1097,1116,36.18911079,-75.74549441,902286.681,275382.372,756.22,1096.556,-7.93,-46.789,20150915,154411,56651
FRF,1097,1116,36.1891164,-75.7454641,902289.385,275383.084,759.004,1096.299,-7.956,-46.818,20150915,154412,56652
FRF,1097,1116,36.18912613,-75.7454011,902295.014,275384.349,764.726,1095.56,-7.992,-46.84,20150915,154414,56654
FRF,1097,1116,36.18913546,-75.74534115,902300.37,275385.56,770.173,1094.864,-8.03,-46.892,20150915,154416,56656
FRF,1097,1116,36.18913919,-75.7453112,902303.048,275386.062,772.861,1094.418,-8.052,-46.931,20150915,154417,56657
FRF,1097,1116,36.18914591,-75.74525266,902308.286,275386.979,778.096,1093.486,-8.083,-46.958,20150915,154419,56659
FRF,1097,1116,36.18914905,-75.74522276,902310.963,275387.416,780.761,1092.98,-8.102,-46.949,20150915,154420,56660
FRF,1097,1116,36.18915467,-75.74516342,902316.277,275388.215,786.027,1091.911,-8.12,-46.994,20150915,154422,56662
FRF,1097,1116,36.1891583,-75.7451333,902318.972,275388.706,788.727,1091.449,-8.137,-46.987,20150915,154423,56663
FRF,1097,1116,36.18916152,-75.74510509,902321.496,275389.146,791.249,1090.998,-8.163,-47.022,20150915,154424,56664
FRF,1097,1116,36.1891677,-75.74504828,902326.581,275389.999,796.319,1090.059,-8.182,-47.044,20150915,154426,56666
FRF,1097,1116,36.18917634,-75.74499184,902331.624,275391.124,801.442,1089.389,-8.214,-47.075,20150915,154428,56668
FRF,1097,1116,36.18918266,-75.74496484,902334.028,275391.904,803.968,1089.298,-8.236,-47.092,20150915,154429,56669
FRF,1097,1116,36.18919748,-75.74491168,902338.753,275393.704,809.024,1089.371,-8.258,-47.145,20150915,154431,56671
FRF,1097,1116,36.18920699,-75.74488624,902341.005,275394.834,811.527,1089.662,-8.277,-47.131,20150915,154432,56672
FRF,1097,1116,36.18922472,-75.74483492,902345.555,275396.952,816.527,1090.094,-8.301,-47.158,20150915,154434,56674
FRF,1097,1116,36.18923397,-75.74480974,902347.785,275398.052,818.999,1090.364,-8.314,-47.167,20150915,154435,56675
FRF,1097,1116,36.18924259,-75.74478368,902350.096,275399.085,821.524,1090.543,-8.336,-47.214,20150915,154436,56676
FRF,1097,1116,36.18925922,-75.74473113,902354.76,275401.084,826.59,1090.824,-8.359,-47.209,20150915,154438,56678
FRF,1097,1116,36.18927545,-75.74467934,902359.357,275403.037,831.578,1091.085,-8.379,-47.243,20150915,154440,56680
FRF,1097,1116,36.18928354,-75.74465377,902361.626,275404.009,834.043,1091.221,-8.391,-47.269,20150915,154441,56681
FRF,1097,1116,36.18929199,-75.74462916,902363.807,275405.02,836.438,1091.424,-8.417,-47.272,20150915,154442,56682
FRF,1097,1116,36.18930975,-75.74457869,902368.281,275407.137,841.367,1091.881,-8.436,-47.27,20150915,154444,56684
FRF,1097,1116,36.18933134,-75.74452924,902372.647,275409.678,846.339,1092.773,-8.461,-47.339,20150915,154446,56686
FRF,1097,1116,36.18934302,-75.74450336,902374.931,275411.049,848.954,1093.279,-8.479,-47.341,20150915,154447,56687
FRF,1097,1116,36.18936389,-75.74445286,902379.395,275413.512,853.992,1094.065,-8.51,-47.394,20150915,154449,56689
FRF,1097,1116,36.18937342,-75.74442799,902381.597,275414.644,856.448,1094.374,-8.529,-47.361,20150915,154450,56690
FRF,1097,1116,36.18939257,-75.74437629,902386.175,275416.919,861.528,1094.944,-8.549,-47.425,20150915,154452,56692
FRF,1097,1116,36.18939988,-75.74434933,902388.572,275417.81,864.086,1094.96,-8.565,-47.434,20150915,154453,56693
FRF,1097,1116,36.18940822,-75.74432232,902390.97,275418.814,866.682,1095.082,-8.596,-47.44,20150915,154454,56694
FRF,1097,1116,36.18942059,-75.74426954,902395.67,275420.342,871.622,1094.909,-8.615,-47.477,20150915,154456,56696
FRF,1097,1116,36.18943264,-75.74421648,902400.396,275421.835,876.573,1094.693,-8.641,-47.515,20150915,154458,56698
FRF,1097,1116,36.18943761,-75.74418792,902402.945,275422.47,879.185,1094.417,-8.666,-47.519,20150915,154459,56699
FRF,1097,1116,36.18944951,-75.74413336,902407.807,275423.951,884.261,1094.143,-8.693,-47.564,20150915,154501,56701
FRF,1097,1116,36.18945634,-75.74410642,902410.204,275424.788,886.799,1094.109,-8.716,-47.566,20150915,154502,56702
FRF,1097,1116,36.18946299,-75.74408038,902412.521,275425.602,889.255,1094.08,-8.748,-47.611,20150915,154503,56703
FRF,1097,1116,36.18947559,-75.74402488,902417.465,275427.163,894.435,1093.854,-8.763,-47.63,20150915,154505,56705
FRF,1097,1116,36.18949021,-75.74396978,902422.365,275428.947,899.649,1093.852,-8.791,-47.678,20150915,154507,56707
FRF,1097,1116,36.18949779,-75.74394376,902424.676,275429.864,902.135,1093.922,-8.809,-47.641,20150915,154508,56708
FRF,1097,1116,36.18951285,-75.74389045,902429.414,275431.692,907.212,1094.017,-8.841,-47.706,20150915,154510,56710
FRF,1097,1116,36.18952049,-75.74386353,902431.806,275432.619,909.777,1094.069,-8.854,-47.7,20150915,154511,56711
FRF,1097,1116,36.18953721,-75.74380844,902436.698,275434.635,915.063,1094.288,-8.884,-47.787,20150915,154513,56713
